idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
14.0,0.73600006,0.73600006,0.744,-0.008,0.019000001,0.030000001,0.046000004,0.012,0.024,0.69900006,0.77300006,1.0,1.0,Linear_oracle,dynamic
14.0,0.73300004,0.73300004,0.744,-0.011000001,0.020000001,0.086,0.12900001,0.041,0.066,0.694,0.772,1.0,1.0,GP_oracle,dynamic
14.0,2.637,2.637,2.667,-0.030000001,0.067,0.031000001,0.080000006,0.030000001,0.061000004,2.505,2.7670002,1.0,1.0,Linear_oracle,stoch
14.0,2.5640001,2.5630002,2.667,-0.10300001,0.07,0.298,0.349,0.133,0.164,2.426,2.7020001,1.0,0.9760001,GP_oracle,stoch
14.0,0.58400005,0.583,0.744,-0.16000001,0.042000003,0.35000002,0.35500002,0.26900002,0.273,0.499,0.66700006,0.0,0.22000001,Linear_observed,dynamic
14.0,0.36400002,0.36400002,0.744,-0.38000003,0.076000005,0.48800004,0.514,0.38700002,0.40800002,0.21900001,0.514,0.0,0.41400003,GP_observed,dynamic
14.0,2.019,2.0170002,2.667,-0.648,0.136,0.96400005,0.975,0.74600005,0.75600004,1.7470001,2.2870002,0.0,0.23600002,Linear_observed,stoch
14.0,2.177,2.177,2.667,-0.49,0.19100001,1.1780001,1.2470001,0.933,0.975,1.8100001,2.552,0.0,0.37,GP_observed,stoch
14.0,0.61200005,0.61,0.744,-0.132,0.040000003,0.305,0.35000002,0.23400001,0.27100003,0.537,0.69500005,0.0,0.8,Linear_3S,dynamic
14.0,2.186,2.181,2.667,-0.48100004,0.119,0.67700005,0.748,0.54300004,0.596,1.9620001,2.427,0.0,0.642,Linear_3S,stoch
14.0,0.62700003,0.62600005,0.744,-0.117000006,0.05,0.31800002,0.46300003,0.24300002,0.337,0.535,0.72900003,0.0,0.97200006,GP_3S,dynamic
14.0,2.0530002,2.051,2.667,-0.614,0.12900001,0.785,0.98100007,0.646,0.781,1.8030001,2.309,0.0,0.924,GP_3S,stoch
14.0,0.81000006,0.809,0.744,0.066,0.031000001,0.27400002,0.27800003,0.22900002,0.231,0.749,0.87100005,0.0,0.142,Linear_1S,dynamic
14.0,0.78700006,0.78700006,0.744,0.043,0.038000003,0.31800002,0.35000002,0.25100002,0.266,0.711,0.85800004,1.0,0.39400002,GP_1S,dynamic
14.0,2.868,2.8660002,2.667,0.201,0.108,0.47200003,0.48600003,0.379,0.38900003,2.6580002,3.081,1.0,0.316,Linear_1S,stoch
14.0,2.627,2.6290002,2.667,-0.040000003,0.13800001,0.554,0.62600005,0.395,0.43300003,2.354,2.8980002,1.0,0.57600003,GP_1S,stoch
69.0,0.629,0.629,0.623,0.006,0.017,0.028,0.043,0.019000001,0.024,0.595,0.66200006,1.0,1.0,Linear_oracle,dynamic
69.0,0.623,0.623,0.623,-0.0,0.019000001,0.082,0.125,0.039,0.062000003,0.58500004,0.66,1.0,0.998,GP_oracle,dynamic
69.0,2.73,2.73,2.706,0.024,0.075,0.038000003,0.09,0.029000001,0.066,2.584,2.8760002,1.0,1.0,Linear_oracle,stoch
69.0,2.6680002,2.6680002,2.706,-0.038000003,0.07700001,0.26200002,0.317,0.115,0.15400001,2.5170002,2.8230002,1.0,0.95400006,GP_oracle,stoch
69.0,0.45600003,0.455,0.623,-0.16700001,0.033,0.31100002,0.316,0.24100001,0.24400002,0.39000002,0.522,0.0,0.192,Linear_observed,dynamic
69.0,0.36400002,0.36400002,0.623,-0.259,0.057000004,0.41300002,0.437,0.324,0.34300002,0.25100002,0.476,0.0,0.446,GP_observed,dynamic
69.0,1.8370001,1.835,2.706,-0.869,0.125,1.1170001,1.125,0.90900004,0.91400003,1.59,2.084,0.0,0.162,Linear_observed,stoch
69.0,1.8820001,1.8790001,2.706,-0.82400006,0.133,1.307,1.348,0.99700004,1.018,1.621,2.1450002,0.0,0.28800002,GP_observed,stoch
69.0,0.53000003,0.52900004,0.623,-0.093,0.030000001,0.23300001,0.294,0.177,0.223,0.47300002,0.591,0.0,0.88600004,Linear_3S,dynamic
69.0,2.288,2.2870002,2.706,-0.418,0.104,0.57600003,0.65000004,0.47200003,0.522,2.084,2.496,0.0,0.688,Linear_3S,stoch
69.0,0.535,0.53400004,0.623,-0.08800001,0.035,0.238,0.328,0.179,0.24300002,0.47000003,0.606,0.0,0.93200004,GP_3S,dynamic
69.0,2.232,2.2310002,2.706,-0.47400004,0.117000006,0.65500003,0.78800005,0.51500005,0.61200005,2.006,2.463,0.0,0.85,GP_3S,stoch
69.0,0.63000005,0.63000005,0.623,0.007,0.021000002,0.216,0.21900001,0.16600001,0.16900001,0.588,0.671,1.0,0.21200001,Linear_1S,dynamic
69.0,0.65300006,0.65300006,0.623,0.030000001,0.025,0.26900002,0.284,0.20700002,0.21300001,0.606,0.702,1.0,0.296,GP_1S,dynamic
69.0,2.729,2.729,2.706,0.023000002,0.09200001,0.363,0.37600002,0.28800002,0.298,2.5470002,2.907,1.0,0.37600002,Linear_1S,stoch
69.0,2.7380002,2.736,2.706,0.032,0.105000004,0.57900006,0.61300004,0.39200002,0.41000003,2.5340002,2.9440002,1.0,0.45600003,GP_1S,stoch
124.0,0.59400004,0.59400004,0.605,-0.011000001,0.017,0.022000002,0.041,0.011000001,0.021000002,0.56,0.628,1.0,1.0,Linear_oracle,dynamic
124.0,0.58100003,0.58100003,0.605,-0.024,0.018000001,0.11400001,0.15400001,0.045,0.067,0.545,0.61700004,1.0,0.994,GP_oracle,dynamic
124.0,2.5760002,2.5760002,2.624,-0.048,0.081,0.049000002,0.101,0.048,0.07700001,2.4160001,2.7340002,1.0,1.0,Linear_oracle,stoch
124.0,2.5180001,2.5180001,2.624,-0.106000006,0.083000004,0.32000002,0.37500003,0.128,0.17500001,2.355,2.6810002,1.0,0.93600005,GP_oracle,stoch
124.0,0.559,0.559,0.605,-0.046000004,0.035,0.252,0.25800002,0.194,0.19800001,0.48900002,0.628,1.0,0.26000002,Linear_observed,dynamic
124.0,0.46100003,0.46,0.605,-0.14400001,0.064,0.29900002,0.333,0.22100002,0.25100002,0.33600003,0.587,0.0,0.66200006,GP_observed,dynamic
124.0,1.9740001,1.973,2.624,-0.65000004,0.11800001,0.92600006,0.934,0.72800004,0.73600006,1.738,2.203,0.0,0.216,Linear_observed,stoch
124.0,1.9290001,1.927,2.624,-0.69500005,0.147,1.0710001,1.139,0.81900007,0.84900004,1.6480001,2.2220001,0.0,0.384,GP_observed,stoch
124.0,0.485,0.48400003,0.605,-0.120000005,0.031000001,0.24400002,0.27,0.17600001,0.201,0.42800003,0.54800004,0.0,0.76400006,Linear_3S,dynamic
124.0,1.9970001,1.9930001,2.624,-0.62700003,0.127,0.78400004,0.83100003,0.64400005,0.67800003,1.7540001,2.252,0.0,0.45400003,Linear_3S,stoch
124.0,0.47200003,0.47200003,0.605,-0.133,0.035,0.26200002,0.342,0.186,0.238,0.404,0.54200006,0.0,0.8880001,GP_3S,dynamic
124.0,1.9160001,1.9150001,2.624,-0.708,0.13100001,0.86300004,0.989,0.71400005,0.78300005,1.6610001,2.173,0.0,0.74600005,GP_3S,stoch
124.0,0.62600005,0.62600005,0.605,0.021000002,0.026,0.20400001,0.208,0.163,0.16600001,0.574,0.67800003,1.0,0.24200001,Linear_1S,dynamic
124.0,0.59300005,0.59400004,0.605,-0.012,0.033,0.27100003,0.307,0.19500001,0.209,0.528,0.656,1.0,0.46,GP_1S,dynamic
124.0,2.6820002,2.6810002,2.624,0.058000002,0.124000005,0.39200002,0.41300002,0.30800003,0.32500002,2.4390001,2.927,1.0,0.46400002,Linear_1S,stoch
124.0,2.5730002,2.5730002,2.624,-0.051000003,0.147,0.67200005,0.73600006,0.40800002,0.44400004,2.2810001,2.857,1.0,0.66200006,GP_1S,stoch
179.0,0.674,0.674,0.675,-0.001,0.016,0.003,0.032,0.002,0.017,0.643,0.70500004,1.0,1.0,Linear_oracle,dynamic
179.0,0.66200006,0.66200006,0.675,-0.013,0.017,0.113000005,0.147,0.048,0.066,0.628,0.69600004,1.0,0.994,GP_oracle,dynamic
179.0,2.7120001,2.7110002,2.716,-0.004,0.066,0.0050000004,0.07300001,0.004,0.054,2.5830002,2.8400002,1.0,1.0,Linear_oracle,stoch
179.0,2.641,2.6420002,2.716,-0.075,0.07,0.344,0.39100003,0.112,0.15300001,2.502,2.778,1.0,0.98800004,GP_oracle,stoch
179.0,0.517,0.51600003,0.675,-0.158,0.043,0.33,0.33600003,0.24400002,0.25,0.43300003,0.601,0.0,0.26000002,Linear_observed,dynamic
179.0,0.384,0.38500002,0.675,-0.291,0.074,0.446,0.48200002,0.34500003,0.37600002,0.23900001,0.531,0.0,0.528,GP_observed,dynamic
179.0,1.8600001,1.8570001,2.716,-0.85600007,0.143,1.154,1.164,0.91300005,0.92100006,1.582,2.14,0.0,0.17600001,Linear_observed,stoch
179.0,1.945,1.9430001,2.716,-0.771,0.216,1.3740001,1.457,1.0090001,1.07,1.5230001,2.3720002,0.0,0.42000002,GP_observed,stoch
179.0,0.61300004,0.61200005,0.675,-0.062000003,0.039,0.24800001,0.305,0.18200001,0.231,0.54,0.693,1.0,0.90400004,Linear_3S,dynamic
179.0,2.253,2.25,2.716,-0.46300003,0.12200001,0.674,0.74600005,0.53300005,0.58900005,2.0180001,2.4940002,0.0,0.64000005,Linear_3S,stoch
179.0,0.588,0.588,0.675,-0.087000005,0.042000003,0.289,0.39900002,0.19800001,0.275,0.50600004,0.67200005,0.0,0.96400005,GP_3S,dynamic
179.0,2.135,2.135,2.716,-0.58100003,0.125,0.82400006,0.95800006,0.62200004,0.708,1.8900001,2.377,0.0,0.78000003,GP_3S,stoch
179.0,0.813,0.813,0.675,0.13800001,0.031000001,0.272,0.27600002,0.224,0.22700001,0.753,0.874,0.0,0.18,Linear_1S,dynamic
179.0,0.79700005,0.79600006,0.675,0.12200001,0.037,0.374,0.40100002,0.28800002,0.298,0.726,0.87100005,0.0,0.31800002,GP_1S,dynamic
179.0,2.9580002,2.9570003,2.716,0.24200001,0.109000005,0.483,0.497,0.38200003,0.393,2.742,3.1740003,0.0,0.34800002,Linear_1S,stoch
179.0,2.8720002,2.871,2.716,0.156,0.135,0.81000006,0.859,0.54200006,0.564,2.6090002,3.141,1.0,0.45000002,GP_1S,stoch
234.0,0.586,0.586,0.615,-0.029000001,0.018000001,0.039,0.052,0.029000001,0.034,0.55,0.62200004,1.0,1.0,Linear_oracle,dynamic
234.0,0.57100004,0.57100004,0.615,-0.044000003,0.029000001,0.252,0.29900002,0.076000005,0.102000006,0.51600003,0.62700003,1.0,0.874,GP_oracle,dynamic
234.0,2.5540001,2.5540001,2.6780002,-0.124000005,0.080000006,0.142,0.16700001,0.125,0.13000001,2.3960001,2.7080002,1.0,1.0,Linear_oracle,stoch
234.0,2.45,2.4480002,2.6780002,-0.22800002,0.089,0.46300003,0.528,0.23700002,0.27,2.2800002,2.624,0.0,0.54,GP_oracle,stoch
234.0,0.47500002,0.47400004,0.615,-0.14,0.040000003,0.33,0.335,0.245,0.24900001,0.39600003,0.554,0.0,0.26200002,Linear_observed,dynamic
234.0,0.381,0.38000003,0.615,-0.23400001,0.054,0.40300003,0.43,0.30400002,0.328,0.279,0.48700002,0.0,0.514,GP_observed,dynamic
234.0,1.868,1.866,2.6780002,-0.81000006,0.14,1.1040001,1.1140001,0.87900007,0.887,1.5910001,2.1450002,0.0,0.19600001,Linear_observed,stoch
234.0,1.9930001,1.9950001,2.6780002,-0.68500006,0.177,1.2030001,1.2590001,0.92200005,0.95900005,1.6420001,2.3330002,0.0,0.36400002,GP_observed,stoch
234.0,0.51000005,0.51000005,0.615,-0.105000004,0.029000001,0.264,0.30800003,0.192,0.23,0.455,0.57000005,0.0,0.84800005,Linear_3S,dynamic
234.0,2.206,2.204,2.6780002,-0.47200003,0.10300001,0.646,0.70500004,0.526,0.56600004,2.005,2.413,0.0,0.58000004,Linear_3S,stoch
234.0,0.509,0.508,0.615,-0.106000006,0.039,0.31100002,0.41000003,0.21000001,0.27400002,0.43600002,0.587,0.0,0.93600005,GP_3S,dynamic
234.0,2.092,2.091,2.6780002,-0.586,0.11400001,0.776,0.90900004,0.609,0.69500005,1.871,2.319,0.0,0.808,GP_3S,stoch
234.0,0.61,0.61,0.615,-0.0050000004,0.022000002,0.23600002,0.23900001,0.185,0.187,0.56600004,0.65400004,1.0,0.15400001,Linear_1S,dynamic
234.0,0.587,0.588,0.615,-0.028,0.029000001,0.30900002,0.33200002,0.21400002,0.223,0.532,0.643,1.0,0.296,GP_1S,dynamic
234.0,2.634,2.634,2.6780002,-0.044000003,0.095000006,0.38700002,0.4,0.30400002,0.316,2.4450002,2.8200002,1.0,0.36800003,Linear_1S,stoch
234.0,2.4950001,2.4950001,2.6780002,-0.18300001,0.11000001,0.582,0.62700003,0.37600002,0.4,2.279,2.7110002,1.0,0.52400005,GP_1S,stoch
289.0,0.606,0.606,0.62200004,-0.016,0.016,0.021000002,0.040000003,0.016,0.023000002,0.574,0.637,1.0,1.0,Linear_oracle,dynamic
289.0,0.60200006,0.60200006,0.62200004,-0.020000001,0.017,0.13100001,0.15200001,0.047000002,0.062000003,0.569,0.63500005,1.0,0.92,GP_oracle,dynamic
289.0,2.4420002,2.4420002,2.5100002,-0.068,0.067,0.075,0.106000006,0.068,0.080000006,2.311,2.571,1.0,1.0,Linear_oracle,stoch
289.0,2.3830001,2.3850002,2.5100002,-0.127,0.072000004,0.37500003,0.40500003,0.148,0.179,2.242,2.5240002,1.0,0.77800006,GP_oracle,stoch
289.0,0.485,0.485,0.62200004,-0.13700001,0.036000002,0.291,0.296,0.216,0.22000001,0.41500002,0.55700004,0.0,0.24000001,Linear_observed,dynamic
289.0,0.38200003,0.38000003,0.62200004,-0.24000001,0.07300001,0.381,0.411,0.29000002,0.317,0.24000001,0.527,0.0,0.53400004,GP_observed,dynamic
289.0,1.7750001,1.774,2.5100002,-0.735,0.12200001,0.989,0.998,0.777,0.78400004,1.5350001,2.019,0.0,0.21200001,Linear_observed,stoch
