idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
51.0,0.83800006,0.83800006,0.83800006,-0.0,0.025,0.064,0.075,0.038000003,0.042000003,0.79,0.88600004,1.0,0.93000007,Linear_oracle,dynamic
51.0,0.83100003,0.83100003,0.83800006,-0.007,0.029000001,0.172,0.215,0.076000005,0.09900001,0.77400005,0.887,1.0,0.97400004,GP_oracle,dynamic
51.0,2.6690001,2.6680002,2.6880002,-0.019000001,0.074,0.038000003,0.09,0.031000001,0.069000006,2.5240002,2.8130002,1.0,0.97400004,Linear_oracle,stoch
51.0,2.6060002,2.608,2.6880002,-0.082,0.079,0.33,0.38300002,0.14500001,0.18,2.4520001,2.7630002,1.0,0.878,GP_oracle,stoch
51.0,0.476,0.476,0.83800006,-0.36200002,0.044000003,0.513,0.517,0.39800003,0.40100002,0.39100003,0.563,0.0,0.162,Linear_observed,dynamic
51.0,0.296,0.298,0.83800006,-0.54200006,0.080000006,0.66800004,0.69100004,0.549,0.564,0.136,0.45100003,0.0,0.3,GP_observed,dynamic
51.0,1.6480001,1.6450001,2.6880002,-1.0400001,0.134,1.269,1.2770001,1.0600001,1.065,1.3850001,1.9130001,0.0,0.128,Linear_observed,stoch
51.0,1.8550001,1.8520001,2.6880002,-0.83300006,0.19500001,1.4000001,1.4710001,1.09,1.138,1.4840001,2.246,0.0,0.36200002,GP_observed,stoch
51.0,0.609,0.60700005,0.83800006,-0.22900002,0.040000003,0.411,0.448,0.31100002,0.344,0.53400004,0.69200003,0.0,0.698,Linear_3S,dynamic
51.0,2.125,2.121,2.6880002,-0.563,0.116000004,0.734,0.80300003,0.595,0.648,1.9060001,2.3600001,0.0,0.558,Linear_3S,stoch
51.0,0.58400005,0.583,0.83800006,-0.254,0.051000003,0.44900003,0.536,0.32700002,0.39000002,0.48400003,0.68700004,0.0,0.84000003,GP_3S,dynamic
51.0,2.0210001,2.0210001,2.6880002,-0.66700006,0.132,0.82800007,0.97200006,0.68,0.772,1.7620001,2.279,0.0,0.776,GP_3S,stoch
51.0,0.79200006,0.79200006,0.83800006,-0.046000004,0.033,0.33200002,0.335,0.263,0.26500002,0.72800004,0.85600007,1.0,0.156,Linear_1S,dynamic
51.0,0.77500004,0.776,0.83800006,-0.063,0.054,0.448,0.507,0.32500002,0.351,0.666,0.88000005,1.0,0.508,GP_1S,dynamic
51.0,2.7220001,2.72,2.6880002,0.034,0.108,0.41400003,0.42900002,0.335,0.34600002,2.5100002,2.93,1.0,0.358,Linear_1S,stoch
51.0,2.716,2.7170002,2.6880002,0.028,0.14500001,0.532,0.63900006,0.41300002,0.46,2.43,3.0000002,1.0,0.606,GP_1S,stoch
106.0,0.73800004,0.73800004,0.75500005,-0.017,0.021000002,0.023000002,0.044000003,0.018000001,0.027,0.69600004,0.77900004,1.0,1.0,Linear_oracle,dynamic
106.0,0.74200004,0.74200004,0.75500005,-0.013,0.022000002,0.112,0.14500001,0.052,0.071,0.69900006,0.786,1.0,0.95400006,GP_oracle,dynamic
106.0,2.5760002,2.5760002,2.63,-0.054,0.072000004,0.063,0.101,0.055000003,0.075,2.434,2.716,1.0,1.0,Linear_oracle,stoch
106.0,2.5110002,2.5110002,2.63,-0.119,0.07300001,0.326,0.36600003,0.14600001,0.178,2.3700001,2.653,1.0,0.76000005,GP_oracle,stoch
106.0,0.541,0.541,0.75500005,-0.21400002,0.037,0.38900003,0.393,0.289,0.29200003,0.469,0.61300004,0.0,0.208,Linear_observed,dynamic
106.0,0.46600002,0.46500003,0.75500005,-0.289,0.079,0.47000003,0.499,0.35300002,0.379,0.312,0.62100005,0.0,0.54,GP_observed,dynamic
106.0,1.8410001,1.8390001,2.63,-0.78900003,0.11100001,1.046,1.0530001,0.841,0.845,1.6200001,2.058,0.0,0.14400001,Linear_observed,stoch
106.0,1.815,1.8160001,2.63,-0.81500006,0.120000005,1.166,1.205,0.94500005,0.9620001,1.5780001,2.048,0.0,0.25800002,GP_observed,stoch
106.0,0.62,0.619,0.75500005,-0.135,0.037,0.317,0.363,0.22900002,0.27,0.551,0.698,0.0,0.84000003,Linear_3S,dynamic
106.0,2.2110002,2.2080002,2.63,-0.41900003,0.11100001,0.61,0.68100005,0.485,0.53900003,1.9990001,2.433,0.0,0.69200003,Linear_3S,stoch
106.0,0.619,0.61700004,0.75500005,-0.136,0.042000003,0.33100003,0.439,0.23400001,0.31500003,0.53900003,0.70600003,0.0,0.92800003,GP_3S,dynamic
106.0,2.0830002,2.082,2.63,-0.54700005,0.11800001,0.72,0.87600005,0.57600003,0.68100005,1.8540001,2.3160002,0.0,0.87000006,GP_3S,stoch
106.0,0.78900003,0.78900003,0.75500005,0.034,0.029000001,0.28100002,0.28500003,0.21700001,0.21900001,0.731,0.84700006,1.0,0.194,Linear_1S,dynamic
106.0,0.777,0.777,0.75500005,0.022000002,0.033,0.328,0.351,0.24200001,0.25300002,0.712,0.84300005,1.0,0.43,GP_1S,dynamic
106.0,2.7840002,2.7830002,2.63,0.15400001,0.101,0.423,0.43600002,0.33600003,0.34600002,2.5860002,2.9840002,1.0,0.34600002,Linear_1S,stoch
106.0,2.6430001,2.6450002,2.63,0.013,0.126,0.588,0.63600004,0.397,0.423,2.398,2.891,1.0,0.53000003,GP_1S,stoch
