idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
13.0,0.64500004,0.64500004,0.634,0.011000001,0.018000001,0.016,0.039,0.011000001,0.021000002,0.609,0.68,1.0,1.0,Linear_oracle,dynamic
13.0,0.61800003,0.61800003,0.634,-0.016,0.020000001,0.23400001,0.264,0.068,0.08400001,0.57900006,0.65800005,1.0,0.84200007,GP_oracle,dynamic
13.0,2.5770001,2.5770001,2.532,0.045,0.072000004,0.049000002,0.093,0.045,0.07,2.4320002,2.7180002,1.0,1.0,Linear_oracle,stoch
13.0,2.4880002,2.4870002,2.532,-0.044000003,0.075,0.38000003,0.42000002,0.117000006,0.15300001,2.3430002,2.6360002,1.0,0.99000007,GP_oracle,stoch
13.0,0.453,0.45200002,0.634,-0.18100001,0.031000001,0.35700002,0.36,0.246,0.25,0.39100003,0.512,0.0,0.23600002,Linear_observed,dynamic
13.0,0.35300002,0.35300002,0.634,-0.28100002,0.061000004,0.43100002,0.453,0.305,0.32900003,0.23600002,0.47400004,0.0,0.53400004,GP_observed,dynamic
13.0,1.7580001,1.7570001,2.532,-0.77400005,0.113000005,1.0200001,1.0270001,0.813,0.82000005,1.5320001,1.9770001,0.0,0.17400001,Linear_observed,stoch
13.0,1.8700001,1.8700001,2.532,-0.66200006,0.127,1.149,1.197,0.91800004,0.94000006,1.616,2.117,0.0,0.296,GP_observed,stoch
13.0,0.51000005,0.509,0.634,-0.124000005,0.028,0.27400002,0.30900002,0.194,0.22600001,0.45900002,0.56700003,0.0,0.794,Linear_3S,dynamic
13.0,2.14,2.137,2.532,-0.39200002,0.101,0.565,0.632,0.44900003,0.50100005,1.9490001,2.344,0.0,0.68200004,Linear_3S,stoch
13.0,0.47700003,0.476,0.634,-0.157,0.032,0.337,0.40100002,0.21300001,0.259,0.41500002,0.54,0.0,0.84400004,GP_3S,dynamic
13.0,1.9670001,1.9660001,2.532,-0.565,0.112,0.721,0.846,0.58100003,0.65900004,1.751,2.1890001,0.0,0.804,GP_3S,stoch
13.0,0.61600006,0.61600006,0.634,-0.018000001,0.021000002,0.22600001,0.22900002,0.17400001,0.177,0.574,0.657,1.0,0.186,Linear_1S,dynamic
13.0,0.58500004,0.58500004,0.634,-0.049000002,0.027,0.3,0.323,0.19000001,0.19900002,0.532,0.638,1.0,0.39600003,GP_1S,dynamic
13.0,2.6160002,2.6160002,2.532,0.08400001,0.093,0.379,0.39200002,0.3,0.31100002,2.4310002,2.798,1.0,0.33600003,Linear_1S,stoch
13.0,2.4520001,2.4540002,2.532,-0.080000006,0.119,0.499,0.55300003,0.32500002,0.356,2.219,2.6850002,1.0,0.606,GP_1S,stoch
68.0,0.87900007,0.878,0.883,-0.004,0.024,0.010000001,0.041,0.008,0.025,0.832,0.9250001,1.0,1.0,Linear_oracle,dynamic
68.0,0.85600007,0.85600007,0.883,-0.027,0.026,0.20300001,0.24200001,0.078,0.104,0.80500007,0.906,1.0,0.98200005,GP_oracle,dynamic
68.0,2.6690001,2.6680002,2.68,-0.011000001,0.069000006,0.015000001,0.078,0.011000001,0.058000002,2.532,2.805,1.0,1.0,Linear_oracle,stoch
68.0,2.5540001,2.5540001,2.68,-0.126,0.076000005,0.49400002,0.537,0.18800001,0.216,2.403,2.7020001,1.0,0.94200003,GP_oracle,stoch
68.0,0.568,0.56700003,0.883,-0.31500003,0.048,0.476,0.48100004,0.37,0.37500003,0.47400004,0.66200006,0.0,0.19800001,Linear_observed,dynamic
68.0,0.36200002,0.36100003,0.883,-0.521,0.087000005,0.71400005,0.739,0.577,0.596,0.19600001,0.53800005,0.0,0.33800003,GP_observed,dynamic
68.0,1.761,1.7600001,2.68,-0.919,0.13100001,1.1730001,1.182,0.95400006,0.9620001,1.5020001,2.02,0.0,0.148,Linear_observed,stoch
68.0,2.049,2.0500002,2.68,-0.63100004,0.15400001,1.376,1.4300001,1.092,1.1120001,1.7490001,2.3460002,0.0,0.25,GP_observed,stoch
68.0,0.70400006,0.703,0.883,-0.179,0.047000002,0.35200003,0.40100002,0.266,0.31,0.61700004,0.799,0.0,0.794,Linear_3S,dynamic
68.0,2.197,2.194,2.68,-0.483,0.120000005,0.671,0.735,0.53900003,0.587,1.9670001,2.4350002,0.0,0.59800005,Linear_3S,stoch
68.0,0.69600004,0.69500005,0.883,-0.187,0.049000002,0.36200002,0.46600002,0.27100003,0.349,0.60300004,0.795,0.0,0.91400003,GP_3S,dynamic
68.0,2.084,2.084,2.68,-0.596,0.12200001,0.77300006,0.90500003,0.619,0.70400006,1.843,2.321,0.0,0.8,GP_3S,stoch
68.0,0.93600005,0.93600005,0.883,0.053000003,0.036000002,0.293,0.29700002,0.23700002,0.24000001,0.86500007,1.0070001,1.0,0.2,Linear_1S,dynamic
68.0,0.93200004,0.93200004,0.883,0.049000002,0.041,0.36400002,0.39800003,0.27800003,0.294,0.85300004,1.0120001,1.0,0.45400003,GP_1S,dynamic
