idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
39.0,2.809,2.809,2.7440002,0.065000005,0.047000002,0.115,0.155,0.075,0.117000006,0.040000003,2.7170002,2.903,1.0,0.818,Linear_oracle,dynamic
39.0,2.7770002,2.7770002,2.7440002,0.033,0.061000004,0.30900002,0.39000002,0.126,0.208,0.165,2.6580002,2.8980002,1.0,0.99600005,GP_oracle,dynamic
39.0,3.3370001,3.3370001,3.2600002,0.07700001,0.054,0.097,0.133,0.082,0.105000004,0.035,3.232,3.4440002,1.0,0.92,Linear_oracle,stoch
39.0,3.288,3.288,3.2600002,0.028,0.058000002,0.35200003,0.416,0.16700001,0.21000001,0.142,3.1740003,3.403,1.0,0.98800004,GP_oracle,stoch
39.0,2.46,2.459,2.7440002,-0.284,0.069000006,1.0,1.008,0.71400005,0.72400004,1.4940001,2.3240001,2.5970001,0.0,0.25,Linear_observed,dynamic
39.0,1.9250001,1.927,2.7440002,-0.81900007,0.17300001,1.5810001,1.6250001,1.246,1.268,3.5410001,1.5910001,2.262,0.0,0.294,GP_observed,dynamic
39.0,2.9640002,2.9650002,3.2600002,-0.296,0.079,1.095,1.102,0.768,0.776,0.36900002,2.808,3.1200001,0.0,0.24400002,Linear_observed,stoch
39.0,3.4490001,3.45,3.2600002,0.18900001,0.19900002,1.0550001,1.1290001,0.748,0.809,0.507,3.055,3.8430002,1.0,0.48600003,GP_observed,stoch
39.0,2.7040002,2.7040002,2.7440002,-0.040000003,0.07,0.596,0.707,0.469,0.55700004,1.396,2.5670002,2.841,1.0,0.79,Linear_3S,dynamic
39.0,3.1430001,3.1420002,3.2600002,-0.117000006,0.07700001,0.62,0.73600006,0.48200002,0.572,0.26200002,2.993,3.2970002,1.0,0.80200005,Linear_3S,stoch
39.0,2.657,2.657,2.7440002,-0.087000005,0.082,0.69600004,0.82500005,0.522,0.62,1.264,2.496,2.818,1.0,0.82400006,GP_3S,dynamic
39.0,3.084,3.0830002,3.2600002,-0.17600001,0.079,0.785,0.90400004,0.56,0.64900005,0.35700002,2.9290001,3.2380002,0.0,0.77400005,GP_3S,stoch
39.0,2.7840002,2.7840002,2.7440002,0.040000003,0.053000003,0.51900005,0.532,0.41500002,0.425,1.2340001,2.6780002,2.89,1.0,0.296,Linear_1S,dynamic
39.0,2.7510002,2.7510002,2.7440002,0.007,0.07,0.633,0.68600005,0.46300003,0.49600002,1.1930001,2.6120002,2.8850002,1.0,0.53800005,GP_1S,dynamic
39.0,3.305,3.305,3.2600002,0.045,0.062000003,0.514,0.52500004,0.411,0.41900003,0.25300002,3.1820002,3.4280002,1.0,0.28800002,Linear_1S,stoch
39.0,3.2470002,3.2480001,3.2600002,-0.013,0.071,0.74600005,0.78800005,0.50600004,0.52900004,0.367,3.1060002,3.384,1.0,0.43600002,GP_1S,stoch
94.0,2.4720001,2.473,2.4980001,-0.026,0.043,0.074,0.124000005,0.055000003,0.09200001,0.11000001,2.387,2.5570002,1.0,1.0,Linear_oracle,dynamic
94.0,2.502,2.5010002,2.4980001,0.004,0.059000004,0.23,0.31800002,0.162,0.21900001,0.643,2.387,2.617,1.0,0.92600006,GP_oracle,dynamic
94.0,3.2730002,3.2730002,3.3230002,-0.05,0.051000003,0.072000004,0.11400001,0.057000004,0.08400001,0.037,3.1720002,3.374,1.0,1.0,Linear_oracle,stoch
94.0,3.2510002,3.2510002,3.3230002,-0.072000004,0.054,0.20700002,0.277,0.11000001,0.165,0.065000005,3.144,3.3580003,1.0,1.0,GP_oracle,stoch
