idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
28.0,2.4680002,2.4680002,2.5870001,-0.119,0.051000003,0.12200001,0.162,0.11800001,0.132,0.18800001,2.3660002,2.568,0.0,0.99600005,Linear_oracle,dynamic
28.0,2.433,2.433,2.5870001,-0.15400001,0.07,0.60400003,0.65800005,0.259,0.303,0.349,2.298,2.568,0.0,0.94200003,GP_oracle,dynamic
28.0,3.0690002,3.0690002,3.196,-0.127,0.062000003,0.13000001,0.162,0.127,0.134,0.086,2.9490001,3.1910002,0.0,0.79,Linear_oracle,stoch
28.0,2.9940002,2.9940002,3.196,-0.202,0.069000006,0.611,0.656,0.26900002,0.29900002,0.141,2.8600001,3.1290002,0.0,0.86800003,GP_oracle,stoch
28.0,1.899,1.899,2.5870001,-0.688,0.066,1.1850001,1.192,0.859,0.86600006,0.79,1.7700001,2.0270002,0.0,0.192,Linear_observed,dynamic
28.0,1.116,1.118,2.5870001,-1.4710001,0.18400002,2.0630002,2.1000001,1.6430001,1.6610001,3.8170002,0.753,1.475,0.0,0.23,GP_observed,dynamic
28.0,2.411,2.41,3.196,-0.785,0.074,1.3110001,1.317,0.95300007,0.95800006,0.518,2.265,2.558,0.0,0.162,Linear_observed,stoch
28.0,3.0180001,3.0170002,3.196,-0.178,0.177,1.062,1.13,0.72700006,0.77300006,0.512,2.6680002,3.364,1.0,0.50200003,GP_observed,stoch
28.0,2.3370001,2.335,2.5870001,-0.25,0.080000006,0.64000005,0.74600005,0.50100005,0.586,0.535,2.186,2.4980001,0.0,0.76400006,Linear_3S,dynamic
28.0,2.8430002,2.841,3.196,-0.35300002,0.09,0.694,0.804,0.54300004,0.632,0.323,2.6720002,3.0260003,0.0,0.74200004,Linear_3S,stoch
28.0,2.2250001,2.223,2.5870001,-0.36200002,0.101,0.88100004,0.998,0.619,0.71000004,0.624,2.0300002,2.4250002,0.0,0.78800005,GP_3S,dynamic
28.0,2.753,2.753,3.196,-0.44300002,0.108,0.95300007,1.077,0.66200006,0.758,0.347,2.542,2.966,0.0,0.77800006,GP_3S,stoch
28.0,2.4850001,2.4850001,2.5870001,-0.102000006,0.061000004,0.521,0.53400004,0.416,0.42700002,0.492,2.3660002,2.605,1.0,0.30600002,Linear_1S,dynamic
28.0,2.4850001,2.4850001,2.5870001,-0.102000006,0.096,0.77500004,0.83300006,0.508,0.54200006,0.606,2.2970002,2.6720002,1.0,0.56200004,GP_1S,dynamic
28.0,3.068,3.068,3.196,-0.128,0.075,0.52500004,0.537,0.41900003,0.42700002,0.284,2.9210002,3.2170002,1.0,0.27800003,Linear_1S,stoch
28.0,3.0500002,3.052,3.196,-0.14600001,0.115,0.836,0.89300007,0.546,0.57100004,0.35000002,2.8140001,3.2670002,1.0,0.476,GP_1S,stoch
83.0,2.815,2.815,2.7440002,0.071,0.049000002,0.223,0.24800001,0.177,0.19000001,0.38900003,2.72,2.9110003,1.0,0.56200004,Linear_oracle,dynamic
83.0,2.8140001,2.815,2.7440002,0.07,0.063,0.37600002,0.45100003,0.19500001,0.259,0.32900003,2.6920002,2.937,1.0,0.90400004,GP_oracle,dynamic
83.0,3.3630002,3.3620002,3.2630002,0.1,0.058000002,0.23500001,0.25300002,0.179,0.19000001,0.24900001,3.2500002,3.476,1.0,0.48800004,Linear_oracle,stoch
83.0,3.305,3.305,3.2630002,0.042000003,0.064,0.34600002,0.411,0.186,0.231,0.09200001,3.1790001,3.4310002,1.0,0.89400005,GP_oracle,stoch
83.0,2.3360002,2.3360002,2.7440002,-0.40800002,0.071,1.0760001,1.0840001,0.78700006,0.794,1.797,2.197,2.4740002,0.0,0.20600002,Linear_observed,dynamic
83.0,1.922,1.9190001,2.7440002,-0.822,0.17600001,1.5830001,1.631,1.264,1.289,3.9040003,1.5840001,2.272,0.0,0.29200003,GP_observed,dynamic
83.0,2.73,2.73,3.2630002,-0.53300005,0.083000004,1.207,1.2140001,0.864,0.87100005,0.38700002,2.5660002,2.894,0.0,0.19800001,Linear_observed,stoch
83.0,3.3160002,3.311,3.2630002,0.053000003,0.22000001,1.0430001,1.133,0.77400005,0.83500004,0.61300004,2.89,3.7670002,1.0,0.508,GP_observed,stoch
83.0,2.628,2.627,2.7440002,-0.116000004,0.074,0.59900004,0.721,0.47900003,0.57500005,1.291,2.4870002,2.7730002,1.0,0.79,Linear_3S,dynamic
83.0,3.091,3.0890002,3.2630002,-0.172,0.086,0.63500005,0.76500005,0.50600004,0.606,0.27400002,2.927,3.2630002,1.0,0.80200005,Linear_3S,stoch
83.0,2.6390002,2.638,2.7440002,-0.105000004,0.087000005,0.71400005,0.855,0.53900003,0.648,1.358,2.469,2.811,1.0,0.808,GP_3S,dynamic
83.0,3.0430002,3.042,3.2630002,-0.22000001,0.08800001,0.767,0.90400004,0.568,0.67700005,0.324,2.8730001,3.2180002,0.0,0.82000005,GP_3S,stoch
83.0,2.7350001,2.7340002,2.7440002,-0.009000001,0.057000004,0.54,0.554,0.432,0.441,1.0300001,2.6230001,2.8470001,1.0,0.32000002,Linear_1S,dynamic
83.0,2.7540002,2.7540002,2.7440002,0.010000001,0.076000005,0.66,0.71800005,0.49400002,0.52900004,1.052,2.604,2.901,1.0,0.49400002,GP_1S,dynamic
83.0,3.3000002,3.2990003,3.2630002,0.037,0.07,0.55700004,0.569,0.446,0.455,0.286,3.1620002,3.4390001,1.0,0.246,Linear_1S,stoch
