idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
36.0,2.8520002,2.8520002,2.8200002,0.032,0.047000002,0.067,0.125,0.048,0.098000005,0.158,2.7580001,2.946,1.0,0.92600006,Linear_oracle,dynamic
36.0,2.7640002,2.7630002,2.8200002,-0.056,0.063,0.532,0.582,0.17500001,0.24300002,0.22100002,2.6430001,2.8890002,1.0,0.95800006,GP_oracle,dynamic
36.0,3.2770002,3.2760003,3.2570002,0.020000001,0.052,0.065000005,0.112,0.053000003,0.08400001,0.076000005,3.1740003,3.38,1.0,1.0,Linear_oracle,stoch
36.0,3.2110002,3.2110002,3.2570002,-0.046000004,0.056,0.48600003,0.526,0.172,0.21800001,0.134,3.0990002,3.3240001,1.0,0.95000005,GP_oracle,stoch
36.0,2.447,2.447,2.8200002,-0.37300003,0.068,1.1090001,1.116,0.81500006,0.822,1.3980001,2.315,2.5790002,0.0,0.246,Linear_observed,dynamic
36.0,1.9180001,1.9150001,2.8200002,-0.90200007,0.164,1.766,1.802,1.3640001,1.3820001,3.9870002,1.6,2.24,0.0,0.25800002,GP_observed,dynamic
36.0,2.937,2.937,3.2570002,-0.32000002,0.08400001,1.143,1.151,0.827,0.83400005,0.563,2.772,3.1020002,0.0,0.19800001,Linear_observed,stoch
36.0,3.4580002,3.4540002,3.2570002,0.201,0.252,1.1350001,1.2270001,0.83800006,0.90000004,0.83500004,2.9680002,3.9520001,1.0,0.47800002,GP_observed,stoch
36.0,2.772,2.772,2.8200002,-0.048,0.074,0.651,0.771,0.512,0.61300004,1.023,2.63,2.9190001,1.0,0.75000006,Linear_3S,dynamic
36.0,3.157,3.1560001,3.2570002,-0.1,0.078,0.632,0.754,0.51000005,0.6,0.42600003,3.0070002,3.3130002,1.0,0.78800005,Linear_3S,stoch
36.0,2.6720002,2.6710002,2.8200002,-0.148,0.08800001,0.822,0.95400006,0.55600005,0.67600006,0.95500004,2.5010002,2.8470001,1.0,0.786,GP_3S,dynamic
36.0,3.0990002,3.0990002,3.2570002,-0.158,0.081,0.762,0.897,0.55200005,0.65500003,0.46,2.943,3.259,1.0,0.79800004,GP_3S,stoch
36.0,2.8990002,2.8990002,2.8200002,0.079,0.055000003,0.56,0.572,0.45000002,0.45900002,0.809,2.7910001,3.0100002,1.0,0.30400002,Linear_1S,dynamic
36.0,2.7970002,2.7970002,2.8200002,-0.023000002,0.07300001,0.763,0.80500007,0.50100005,0.53000003,0.75200003,2.653,2.9420002,1.0,0.50600004,GP_1S,dynamic
36.0,3.3390002,3.338,3.2570002,0.082,0.063,0.53900003,0.549,0.44000003,0.44700003,0.38500002,3.2170002,3.463,1.0,0.23200001,Linear_1S,stoch
36.0,3.259,3.259,3.2570002,0.002,0.068,0.72900003,0.76600003,0.507,0.527,0.41200003,3.124,3.3920002,1.0,0.384,GP_1S,stoch
91.0,2.6060002,2.6060002,2.6350002,-0.029000001,0.049000002,0.043,0.11400001,0.037,0.087000005,0.105000004,2.5100002,2.7020001,1.0,1.0,Linear_oracle,dynamic
91.0,2.601,2.601,2.6350002,-0.034,0.063,0.31,0.384,0.15300001,0.223,0.18300001,2.4780002,2.7240002,1.0,0.98200005,GP_oracle,dynamic
91.0,3.005,3.0040002,3.032,-0.027,0.055000003,0.046000004,0.102000006,0.037,0.076000005,0.032,2.8960001,3.1150002,1.0,1.0,Linear_oracle,stoch
91.0,2.986,2.9870002,3.032,-0.046000004,0.058000002,0.365,0.41300002,0.147,0.2,0.101,2.8720002,3.0970001,1.0,0.96400005,GP_oracle,stoch
91.0,2.252,2.252,2.6350002,-0.38300002,0.061000004,0.984,0.99100006,0.697,0.70500004,0.86600006,2.1320002,2.3730001,0.0,0.21000001,Linear_observed,dynamic
91.0,2.02,2.0210001,2.6350002,-0.615,0.147,1.2320001,1.276,0.95300007,0.98200005,2.5670002,1.7320001,2.306,0.0,0.358,GP_observed,dynamic
91.0,2.7370002,2.7370002,3.032,-0.29500002,0.078,0.998,1.005,0.71500003,0.721,0.49400002,2.5830002,2.89,0.0,0.20600002,Linear_observed,stoch
91.0,3.246,3.2430003,3.032,0.21400002,0.215,0.91700006,1.006,0.68700004,0.758,0.49400002,2.8240001,3.6680002,1.0,0.532,GP_observed,stoch
91.0,2.5530002,2.552,2.6350002,-0.082,0.072000004,0.574,0.679,0.45000002,0.52900004,0.92300004,2.413,2.6940002,1.0,0.80600005,Linear_3S,dynamic
91.0,2.8720002,2.8720002,3.032,-0.16000001,0.080000006,0.595,0.69900006,0.467,0.546,0.36400002,2.7180002,3.0310001,0.0,0.78400004,Linear_3S,stoch
91.0,2.552,2.551,2.6350002,-0.083000004,0.086,0.611,0.74600005,0.46300003,0.568,0.96900004,2.384,2.7210002,1.0,0.82400006,GP_3S,dynamic
91.0,2.8270001,2.8260002,3.032,-0.20500001,0.08400001,0.67300004,0.79300004,0.49500003,0.58900005,0.30600002,2.664,2.9940002,0.0,0.836,GP_3S,stoch
91.0,2.667,2.667,2.6350002,0.032,0.057000004,0.48000002,0.49400002,0.388,0.39800003,0.94600004,2.555,2.779,1.0,0.3,Linear_1S,dynamic
91.0,2.6990001,2.7,2.6350002,0.064,0.076000005,0.582,0.633,0.43800002,0.47300002,1.0710001,2.5470002,2.8470001,1.0,0.54800004,GP_1S,dynamic
91.0,3.0460002,3.0470002,3.032,0.014,0.066,0.49400002,0.50600004,0.393,0.40300003,0.316,2.917,3.176,1.0,0.27600002,Linear_1S,stoch
91.0,3.042,3.042,3.032,0.010000001,0.07700001,0.648,0.68700004,0.455,0.47900003,0.29500002,2.891,3.1940002,1.0,0.46600002,GP_1S,stoch
146.0,2.328,2.328,2.278,0.05,0.047000002,0.127,0.165,0.095000006,0.12100001,0.277,2.2350001,2.4190001,1.0,0.92600006,Linear_oracle,dynamic
146.0,2.298,2.2970002,2.278,0.020000001,0.065000005,0.29500002,0.37600002,0.18300001,0.24000001,0.776,2.1690001,2.4250002,1.0,0.98200005,GP_oracle,dynamic
146.0,3.134,3.134,3.042,0.09200001,0.060000002,0.14400001,0.17500001,0.11100001,0.128,0.081,3.016,3.2540002,1.0,0.878,Linear_oracle,stoch
146.0,3.0460002,3.0460002,3.042,0.004,0.068,0.34500003,0.42000002,0.178,0.224,0.171,2.913,3.1790001,1.0,0.96400005,GP_oracle,stoch
146.0,2.0640001,2.0640001,2.278,-0.21400002,0.07,0.95800006,0.96700007,0.68,0.689,3.6850002,1.9280001,2.2010002,0.0,0.24000001,Linear_observed,dynamic
146.0,1.7010001,1.7,2.278,-0.577,0.19700001,1.268,1.332,0.95600003,0.9990001,3.6460001,1.327,2.0830002,0.0,0.47200003,GP_observed,dynamic
146.0,2.503,2.502,3.042,-0.53900003,0.07700001,1.2090001,1.2160001,0.86200005,0.869,0.54,2.3530002,2.6560001,0.0,0.18200001,Linear_observed,stoch
146.0,2.788,2.788,3.042,-0.254,0.18900001,1.113,1.177,0.78400004,0.82500005,0.666,2.413,3.1560001,1.0,0.514,GP_observed,stoch
146.0,1.153,1.1450001,2.278,-1.125,0.379,1.445,1.5000001,1.146,1.187,6.328,0.439,1.909,0.0,0.39800003,Linear_3S,dynamic
146.0,0.933,0.92100006,3.042,-2.1090002,0.588,2.354,2.43,2.1090002,2.1220002,1.8000001,-0.179,2.0990002,0.0,0.19000001,Linear_3S,stoch
146.0,0.11000001,0.16900001,2.278,-2.1680002,1.121,2.3950002,2.719,2.1820002,2.289,11.301001,-2.256,2.138,0.0,0.60200006,GP_3S,dynamic
146.0,0.48800004,0.55600005,3.042,-2.5540001,1.47,2.864,3.246,2.561,2.713,1.559,-2.4810002,3.1890001,1.0,0.63000005,GP_3S,stoch
146.0,1.049,1.052,2.278,-1.2290001,0.333,1.526,1.5660001,1.24,1.264,7.0070004,0.4,1.6940001,0.0,0.3,Linear_1S,dynamic
146.0,-0.77400005,-0.763,2.278,-3.052,1.1470001,3.232,3.4970002,3.062,3.107,16.555,-3.016,1.4690001,0.0,0.39000002,GP_1S,dynamic
146.0,0.77500004,0.78000003,3.042,-2.2670002,0.509,2.4950001,2.549,2.2670002,2.2710001,1.996,-0.21700001,1.7650001,0.0,0.074,Linear_1S,stoch
146.0,0.048,0.044000003,3.042,-2.9940002,1.526,3.3950002,3.7430003,3.006,3.1690001,1.6430001,-2.9570003,3.0240002,0.0,0.54800004,GP_1S,stoch
201.0,3.052,3.052,3.0470002,0.0050000004,0.048,0.086,0.132,0.065000005,0.098000005,0.124000005,2.9580002,3.147,1.0,1.0,Linear_oracle,dynamic
201.0,3.009,3.009,3.0470002,-0.038000003,0.061000004,0.61300004,0.65400004,0.215,0.261,0.28,2.8890002,3.1280003,1.0,0.93600005,GP_oracle,dynamic
201.0,3.381,3.38,3.3660002,0.015000001,0.053000003,0.095000006,0.12900001,0.069000006,0.091000006,0.032,3.2770002,3.486,1.0,1.0,Linear_oracle,stoch
201.0,3.295,3.2960002,3.3660002,-0.071,0.059000004,0.558,0.59800005,0.21400002,0.24700001,0.11400001,3.1790001,3.4080002,1.0,0.836,GP_oracle,stoch
201.0,2.5010002,2.5010002,3.0470002,-0.546,0.063,1.149,1.156,0.846,0.85200006,0.882,2.377,2.624,0.0,0.186,Linear_observed,dynamic
201.0,2.23,2.229,3.0470002,-0.81700003,0.132,1.9360001,1.9610001,1.478,1.4950001,2.7670002,1.973,2.4880002,0.0,0.216,GP_observed,dynamic
201.0,2.9650002,2.963,3.3660002,-0.40100002,0.09,1.171,1.179,0.83800006,0.845,0.38300002,2.7870002,3.1430001,0.0,0.22000001,Linear_observed,stoch
201.0,3.5170002,3.5140002,3.3660002,0.15100001,0.22500001,1.291,1.3610001,0.92,0.9710001,0.46400002,3.0860002,3.9610002,1.0,0.41200003,GP_observed,stoch
201.0,2.959,2.9570003,3.0470002,-0.08800001,0.083000004,0.558,0.726,0.441,0.57500005,0.88000005,2.801,3.1250002,1.0,0.89000005,Linear_3S,dynamic
201.0,3.2570002,3.256,3.3660002,-0.109000005,0.086,0.56100005,0.73,0.448,0.577,0.22500001,3.0930002,3.43,1.0,0.874,Linear_3S,stoch
201.0,2.878,2.877,3.0470002,-0.16900001,0.097,0.855,1.026,0.51000005,0.679,0.832,2.6910002,3.072,1.0,0.91400003,GP_3S,dynamic
201.0,3.1780002,3.1780002,3.3660002,-0.18800001,0.095000006,0.86,1.033,0.55200005,0.70600003,0.26500002,2.993,3.3650002,0.0,0.88000005,GP_3S,stoch
201.0,3.1260002,3.1260002,3.0470002,0.079,0.059000004,0.528,0.54,0.40800002,0.41900003,0.92,3.0080001,3.2410002,1.0,0.33600003,Linear_1S,dynamic
201.0,3.088,3.088,3.0470002,0.041,0.076000005,0.83900005,0.88100004,0.512,0.54,1.036,2.9390001,3.2370002,1.0,0.46400002,GP_1S,dynamic
201.0,3.482,3.482,3.3660002,0.116000004,0.067,0.53000003,0.54,0.411,0.41900003,0.209,3.3490002,3.6130002,1.0,0.27600002,Linear_1S,stoch
201.0,3.4220002,3.423,3.3660002,0.056,0.081,0.87500006,0.91300005,0.564,0.58100003,0.30200002,3.2630002,3.578,1.0,0.39400002,GP_1S,stoch
256.0,2.6220002,2.6220002,2.6230001,-0.001,0.047000002,0.11400001,0.155,0.08800001,0.115,0.215,2.5300002,2.7150002,1.0,1.0,Linear_oracle,dynamic
256.0,2.638,2.6390002,2.6230001,0.015000001,0.063,0.24100001,0.335,0.14600001,0.215,0.35200003,2.512,2.762,1.0,0.97,GP_oracle,dynamic
256.0,3.2050002,3.2050002,3.1840003,0.021000002,0.056,0.11400001,0.148,0.086,0.10700001,0.105000004,3.0960002,3.315,1.0,0.98,Linear_oracle,stoch
256.0,3.1320002,3.131,3.1840003,-0.052,0.062000003,0.404,0.46300003,0.16100001,0.21000001,0.109000005,3.0100002,3.255,1.0,0.98,GP_oracle,stoch
256.0,2.2700002,2.2700002,2.6230001,-0.35300002,0.065000005,0.97700006,0.9850001,0.72,0.726,1.3490001,2.1430001,2.397,0.0,0.23200001,Linear_observed,dynamic
256.0,1.9130001,1.914,2.6230001,-0.71000004,0.14400001,1.4740001,1.511,1.1680001,1.192,3.3470001,1.6330001,2.194,0.0,0.30600002,GP_observed,dynamic
256.0,2.907,2.907,3.1840003,-0.277,0.091000006,1.047,1.056,0.75900006,0.767,0.51500005,2.7280002,3.085,0.0,0.24800001,Linear_observed,stoch
256.0,3.3960001,3.39,3.1840003,0.21200001,0.279,1.029,1.1400001,0.76500005,0.85200006,0.675,2.864,3.9510002,1.0,0.55200005,GP_observed,stoch
256.0,2.5470002,2.546,2.6230001,-0.076000005,0.075,0.546,0.66800004,0.43600002,0.53000003,1.0500001,2.403,2.6950002,1.0,0.83000004,Linear_3S,dynamic
256.0,3.0230002,3.0210001,3.1840003,-0.16100001,0.087000005,0.587,0.71400005,0.45800003,0.559,0.34300002,2.857,3.1980002,1.0,0.83000004,Linear_3S,stoch
256.0,2.5630002,2.562,2.6230001,-0.060000002,0.087000005,0.57000005,0.734,0.44900003,0.57000005,1.2360001,2.394,2.7370002,1.0,0.882,GP_3S,dynamic
256.0,2.966,2.9650002,3.1840003,-0.21800001,0.091000006,0.684,0.836,0.504,0.61800003,0.40300003,2.789,3.1490002,0.0,0.874,GP_3S,stoch
256.0,2.6590002,2.6590002,2.6230001,0.036000002,0.056,0.49400002,0.509,0.39000002,0.40100002,0.855,2.548,2.7680001,1.0,0.324,Linear_1S,dynamic
256.0,2.6680002,2.667,2.6230001,0.045,0.075,0.505,0.583,0.39400002,0.446,1.0430001,2.522,2.8160002,1.0,0.59000003,GP_1S,dynamic
256.0,3.2630002,3.2640002,3.1840003,0.079,0.071,0.51600003,0.53000003,0.40600002,0.41500002,0.273,3.1260002,3.4,1.0,0.296,Linear_1S,stoch
256.0,3.1550002,3.157,3.1840003,-0.029000001,0.087000005,0.61600006,0.688,0.439,0.47400004,0.324,2.9780002,3.3240001,1.0,0.51600003,GP_1S,stoch
311.0,2.7770002,2.776,2.7900002,-0.013,0.048,0.109000005,0.15,0.085,0.112,0.143,2.6810002,2.871,1.0,1.0,Linear_oracle,dynamic
311.0,2.7540002,2.753,2.7900002,-0.036000002,0.061000004,0.642,0.68,0.24200001,0.28500003,0.38200003,2.631,2.8730001,1.0,0.88600004,GP_oracle,dynamic
311.0,3.279,3.278,3.305,-0.026,0.054,0.085,0.124000005,0.062000003,0.08800001,0.162,3.1710002,3.387,1.0,1.0,Linear_oracle,stoch
311.0,3.2170002,3.2170002,3.305,-0.08800001,0.056,0.56600004,0.59900004,0.25300002,0.27600002,0.418,3.104,3.3270001,1.0,0.786,GP_oracle,stoch
311.0,2.443,2.443,2.7900002,-0.347,0.067,1.046,1.054,0.75100005,0.75900006,0.99500006,2.3130002,2.5740001,0.0,0.22200002,Linear_observed,dynamic
311.0,1.9300001,1.9300001,2.7900002,-0.86,0.15200001,1.7,1.7320001,1.276,1.292,2.5900002,1.6290001,2.227,0.0,0.256,GP_observed,dynamic
