idx,mean,median,TRUE,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
18,2.9550002,2.9550002,2.959,-0.004,0.054,0.16100001,0.19500001,0.14500001,0.162,0.209,2.8490002,3.061,1,0.74200004,Linear_oracle,dynamic
18,2.8590002,2.8590002,2.959,-0.1,0.071,0.312,0.39600003,0.194,0.25800002,0.143,2.7210002,2.9970002,1,0.9760001,GP_oracle,dynamic
18,3.1880002,3.187,3.216,-0.028,0.056,0.058000002,0.11100001,0.042000003,0.079,2.4580002,3.0760002,3.2990003,1,1,Linear_oracle,stoch
18,3.1480002,3.1480002,3.216,-0.068,0.061000004,0.32000002,0.38200003,0.13900001,0.19800001,9.597,3.028,3.2680001,1,0.97400004,GP_oracle,stoch
18,2.4160001,2.4160001,2.959,-0.54300004,0.069000006,1.23,1.2370001,0.92200005,0.92800003,0.896,2.283,2.5530002,0,0.16800001,Linear_observed,dynamic
18,1.983,1.9860001,2.959,-0.9760001,0.15400001,1.5270001,1.567,1.225,1.25,1.473,1.6810001,2.2870002,0,0.284,GP_observed,dynamic
18,2.752,2.752,3.216,-0.46400002,0.081,1.217,1.2240001,0.87100005,0.87600005,53.167004,2.595,2.91,0,0.17400001,Linear_observed,stoch
18,3.3040001,3.3040001,3.216,0.08800001,0.193,0.96800005,1.0430001,0.725,0.77800006,46.679,2.927,3.6880002,1,0.508,GP_observed,stoch
18,2.8360002,2.835,2.959,-0.123,0.079,0.679,0.80300003,0.54800004,0.638,0.72300005,2.683,2.992,1,0.79,Linear_3S,dynamic
18,3.0730002,3.072,3.216,-0.143,0.081,0.624,0.748,0.49800003,0.59000003,20.659,2.9160001,3.2350001,1,0.83400005,Linear_3S,stoch
18,2.69,2.6890001,2.959,-0.26900002,0.094000004,0.767,0.90800005,0.60700005,0.711,0.60700005,2.5080001,2.8760002,0,0.818,GP_3S,dynamic
18,3.016,3.015,3.216,-0.2,0.085,0.712,0.83800006,0.54700005,0.642,30.762001,2.8530002,3.1840003,0,0.808,GP_3S,stoch
18,2.9650002,2.9650002,2.959,0.006,0.059000004,0.59300005,0.605,0.47800002,0.485,0.684,2.848,3.0820003,1,0.254,Linear_1S,dynamic
18,2.868,2.868,2.959,-0.091000006,0.081,0.65300006,0.70400006,0.512,0.545,0.61600006,2.7080002,3.0270002,1,0.48200002,GP_1S,dynamic
18,3.2250001,3.2250001,3.216,0.009000001,0.063,0.527,0.537,0.42400002,0.43100002,4.4030004,3.1000001,3.3500001,1,0.23600002,Linear_1S,stoch
18,3.1990001,3.1980002,3.216,-0.017,0.074,0.624,0.665,0.47500002,0.497,2.7680001,3.052,3.3430002,1,0.418,GP_1S,stoch
73,2.6790001,2.6790001,2.6940002,-0.015000001,0.045,0.05,0.116000004,0.039,0.087000005,0.098000005,2.591,2.7680001,1,1,Linear_oracle,dynamic
73,2.571,2.571,2.6940002,-0.123,0.062000003,0.44300002,0.50100005,0.14600001,0.22100002,0.328,2.4510002,2.6920002,0,0.98800004,GP_oracle,dynamic
73,3.3100002,3.3100002,3.311,-0.001,0.054,0.055000003,0.108,0.041,0.078,0.022000002,3.2050002,3.417,1,1,Linear_oracle,stoch
73,3.2280002,3.2280002,3.311,-0.083000004,0.057000004,0.42400002,0.47200003,0.14400001,0.201,0.068,3.1130002,3.3390002,1,0.9620001,GP_oracle,stoch
73,2.367,2.367,2.6940002,-0.32700002,0.071,0.99300003,1.0020001,0.71300006,0.72200006,1.1630001,2.227,2.506,0,0.24200001,Linear_observed,dynamic
73,1.774,1.774,2.6940002,-0.92,0.186,1.5400001,1.5870001,1.1700001,1.195,2.92,1.4100001,2.134,0,0.324,GP_observed,dynamic
73,2.8850002,2.8850002,3.311,-0.42600003,0.076000005,1.131,1.139,0.818,0.82400006,0.411,2.736,3.0360003,0,0.202,Linear_observed,stoch
73,3.502,3.502,3.311,0.19100001,0.17500001,1.105,1.1650001,0.81000006,0.84400004,0.512,3.164,3.8470001,1,0.42600003,GP_observed,stoch
73,2.572,2.572,2.6940002,-0.12200001,0.069000006,0.57500005,0.674,0.44900003,0.528,0.929,2.44,2.706,1,0.79200006,Linear_3S,dynamic
73,3.0790002,3.078,3.311,-0.23200001,0.078,0.66300005,0.76500005,0.507,0.591,0.257,2.9310002,3.2340002,0,0.772,Linear_3S,stoch
73,2.469,2.469,2.6940002,-0.22500001,0.08400001,0.75100005,0.86300004,0.50100005,0.601,0.845,2.305,2.6330001,0,0.83800006,GP_3S,dynamic
73,3.0080001,3.0080001,3.311,-0.303,0.079,0.82900006,0.94200003,0.573,0.67,0.294,2.854,3.1650002,0,0.79,GP_3S,stoch
73,2.6190002,2.6190002,2.6940002,-0.075,0.052,0.492,0.50600004,0.379,0.39200002,0.82000005,2.516,2.7210002,1,0.38200003,Linear_1S,dynamic
73,2.5080001,2.509,2.6940002,-0.186,0.07,0.71500003,0.76400006,0.44000003,0.48200002,0.78000003,2.3700001,2.6420002,0,0.59000003,GP_1S,dynamic
73,3.2500002,3.2500002,3.311,-0.061000004,0.065000005,0.54,0.551,0.41000003,0.42100003,0.23,3.1220002,3.3760002,1,0.34600002,Linear_1S,stoch
73,3.1660001,3.167,3.311,-0.14500001,0.072000004,0.813,0.85200006,0.52000004,0.545,0.26900002,3.022,3.3060002,0,0.45600003,GP_1S,stoch
128,2.6890001,2.6890001,2.7630002,-0.074,0.05,0.091000006,0.13700001,0.076000005,0.104,0.14600001,2.591,2.789,1,1,Linear_oracle,dynamic
128,2.6650002,2.6650002,2.7630002,-0.098000005,0.066,0.321,0.39800003,0.15,0.22600001,0.363,2.5330002,2.795,1,0.98600006,GP_oracle,dynamic
128,3.1160002,3.1160002,3.2,-0.08400001,0.056,0.098000005,0.133,0.08400001,0.101,0.044000003,3.0080001,3.2300003,1,1,Linear_oracle,stoch
128,3.0590003,3.0590003,3.2,-0.141,0.063,0.38300002,0.43300003,0.171,0.21400002,0.087000005,2.936,3.1810002,0,0.96400005,GP_oracle,stoch
128,2.2310002,2.2310002,2.7630002,-0.532,0.064,1.125,1.1320001,0.80700004,0.81200004,2.312,2.105,2.357,0,0.194,Linear_observed,dynamic
128,1.7910001,1.7910001,2.7630002,-0.97200006,0.157,1.7620001,1.7950001,1.3570001,1.381,6.4880004,1.4860001,2.108,0,0.294,GP_observed,dynamic
128,2.644,2.6450002,3.2,-0.55600005,0.081,1.189,1.1960001,0.85800004,0.86300004,0.409,2.486,2.805,0,0.18400002,Linear_observed,stoch
128,3.0410001,3.039,3.2,-0.15900001,0.187,1.056,1.1220001,0.72800004,0.776,0.483,2.6710002,3.4090002,1,0.508,GP_observed,stoch
128,2.6090002,2.608,2.7630002,-0.15400001,0.07700001,0.609,0.73600006,0.47100002,0.57600003,1.9460001,2.46,2.7600002,0,0.81000006,Linear_3S,dynamic
128,2.986,2.986,3.2,-0.21400002,0.083000004,0.646,0.77400005,0.513,0.61,0.294,2.825,3.1520002,0,0.794,Linear_3S,stoch
128,2.535,2.535,2.7630002,-0.22800002,0.093,0.72300005,0.86200005,0.53000003,0.643,1.7060001,2.354,2.719,0,0.82400006,GP_3S,dynamic
128,2.871,2.8700001,3.2,-0.32900003,0.095000006,0.81100005,0.93700004,0.591,0.688,0.29000002,2.686,3.0570002,0,0.79200006,GP_3S,stoch
128,2.743,2.743,2.7630002,-0.020000001,0.058000002,0.521,0.53300005,0.41000003,0.42100003,1.7670001,2.63,2.8590002,1,0.328,Linear_1S,dynamic
128,2.7670002,2.7670002,2.7630002,0.004,0.085,0.64000005,0.697,0.47100002,0.50600004,1.5840001,2.5970001,2.9320002,1,0.536,GP_1S,dynamic
128,3.1820002,3.1810002,3.2,-0.018000001,0.067,0.54300004,0.55300003,0.43600002,0.44400004,0.28300002,3.0500002,3.3160002,1,0.24200001,Linear_1S,stoch
128,3.157,3.1580002,3.2,-0.043,0.093,0.703,0.753,0.509,0.53300005,0.31500003,2.9720001,3.3370001,1,0.44400004,GP_1S,stoch
183,2.49,2.489,2.456,0.034,0.051000003,0.123,0.163,0.10700001,0.135,0.887,2.391,2.5900002,1,0.74,Linear_oracle,dynamic
183,2.401,2.401,2.456,-0.055000003,0.067,0.43300003,0.492,0.202,0.26500002,0.26000002,2.269,2.5340002,1,0.934,GP_oracle,dynamic
183,3.0970001,3.0960002,3.0860002,0.011000001,0.062000003,0.052,0.11100001,0.042000003,0.082,0.07700001,2.9770002,3.2210002,1,1,Linear_oracle,stoch
183,2.9900002,2.9910002,3.0860002,-0.096,0.067,0.45000002,0.50100005,0.179,0.23200001,0.091000006,2.8600001,3.1220002,1,0.94400007,GP_oracle,stoch
183,2.046,2.0440001,2.456,-0.41000003,0.064,0.934,0.94200003,0.66800004,0.675,1.4030001,1.9200001,2.171,0,0.24200001,Linear_observed,dynamic
183,1.468,1.465,2.456,-0.98800004,0.15900001,1.7400001,1.774,1.355,1.3770001,14.251,1.159,1.784,0,0.294,GP_observed,dynamic
183,2.7400002,2.739,3.0860002,-0.34600002,0.086,1.0270001,1.036,0.72400004,0.731,0.505,2.5740001,2.913,0,0.224,Linear_observed,stoch
183,3.0990002,3.0970001,3.0860002,0.013,0.252,1.011,1.11,0.70500004,0.781,0.537,2.6220002,3.604,1,0.61,GP_observed,stoch
183,2.4390001,2.4380002,2.456,-0.017,0.076000005,0.527,0.64500004,0.42000002,0.508,2.2450001,2.2900002,2.5900002,1,0.846,Linear_3S,dynamic
