idx,mean,median,TRUE,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
5,2.8270001,2.8270001,2.7480001,0.079,0.049000002,0.08800001,0.135,0.080000006,0.108,0.564,2.7310002,2.9250002,1,1,Linear_oracle,dynamic
5,2.7680001,2.7680001,2.7480001,0.020000001,0.067,0.272,0.356,0.14600001,0.22000001,0.82500005,2.64,2.8980002,1,0.994,GP_oracle,dynamic
5,3.344,3.344,3.2640002,0.080000006,0.059000004,0.093,0.133,0.082,0.105000004,0.026,3.229,3.4600003,1,0.99200004,Linear_oracle,stoch
5,3.2700002,3.2700002,3.2640002,0.006,0.066,0.39600003,0.45000002,0.171,0.22200002,0.058000002,3.141,3.397,1,0.92,GP_oracle,stoch
5,2.3820002,2.381,2.7480001,-0.36600003,0.062000003,1.0040001,1.011,0.735,0.744,10.301001,2.259,2.503,0,0.22200002,Linear_observed,dynamic
5,1.7910001,1.7930001,2.7480001,-0.957,0.14400001,1.774,1.8060001,1.3670001,1.3900001,25.933,1.508,2.069,0,0.282,GP_observed,dynamic
5,2.802,2.801,3.2640002,-0.462,0.082,1.153,1.1600001,0.832,0.83800006,0.36200002,2.6420002,2.9610002,0,0.202,Linear_observed,stoch
5,2.9310002,2.9350002,3.2640002,-0.333,0.23,1.3850001,1.452,0.984,1.0220001,0.47100002,2.476,3.3850002,1,0.416,GP_observed,stoch
5,2.7440002,2.743,2.7480001,-0.004,0.078,0.59800005,0.72200006,0.47400004,0.574,11.940001,2.594,2.8990002,1,0.776,Linear_3S,dynamic
5,3.098,3.0970001,3.2640002,-0.16600001,0.086,0.68200004,0.8,0.531,0.62600005,0.24900001,2.933,3.2710001,1,0.76600003,Linear_3S,stoch
5,2.6130002,2.6120002,2.7480001,-0.135,0.094000004,0.68600005,0.83400005,0.521,0.63500005,9.433001,2.4310002,2.8000002,1,0.80200005,GP_3S,dynamic
5,3.006,3.005,3.2640002,-0.25800002,0.094000004,0.814,0.94400007,0.596,0.69200003,0.26500002,2.822,3.1910002,0,0.794,GP_3S,stoch
5,2.897,2.897,2.7480001,0.149,0.059000004,0.559,0.57100004,0.45700002,0.46500003,12.742001,2.7800002,3.016,0,0.284,Linear_1S,dynamic
5,2.798,2.799,2.7480001,0.05,0.08400001,0.61700004,0.68,0.47400004,0.51600003,11.267,2.631,2.9610002,1,0.52000004,GP_1S,dynamic
5,3.3290002,3.3290002,3.2640002,0.065000005,0.071,0.58100003,0.592,0.467,0.47500002,0.23400001,3.19,3.4710002,1,0.24400002,Linear_1S,stoch
5,3.2110002,3.2120001,3.2640002,-0.053000003,0.094000004,0.73,0.78400004,0.528,0.555,0.24400002,3.0180001,3.3880002,1,0.43,GP_1S,stoch
60,2.89,2.89,2.8390002,0.051000003,0.049000002,0.15100001,0.185,0.113000005,0.13800001,0.24100001,2.7930002,2.989,1,0.808,Linear_oracle,dynamic
60,2.845,2.8460002,2.8390002,0.006,0.065000005,0.31100002,0.39200002,0.162,0.23400001,0.34300002,2.719,2.9720001,1,0.96400005,GP_oracle,dynamic
60,3.45,3.45,3.3860002,0.064,0.059000004,0.127,0.15900001,0.09900001,0.119,0.068,3.3320003,3.568,1,0.84000003,Linear_oracle,stoch
60,3.334,3.3330002,3.3860002,-0.052,0.068,0.45900002,0.51000005,0.193,0.24400002,0.075,3.2010002,3.4700003,1,0.93600005,GP_oracle,stoch
60,2.45,2.45,2.8390002,-0.38900003,0.07,1.1420001,1.149,0.813,0.82000005,2.237,2.311,2.5860002,0,0.21200001,Linear_observed,dynamic
60,1.8980001,1.8980001,2.8390002,-0.94100004,0.18100001,1.6250001,1.669,1.2470001,1.274,4.32,1.5500001,2.259,0,0.324,GP_observed,dynamic
60,2.8790002,2.8790002,3.3860002,-0.507,0.091000006,1.256,1.264,0.906,0.91300005,0.38000003,2.7,3.062,0,0.23400001,Linear_observed,stoch
60,3.5160003,3.5170002,3.3860002,0.13000001,0.26700002,1.113,1.213,0.83800006,0.90400004,0.44900003,2.996,4.045,1,0.52000004,GP_observed,stoch
60,2.7280002,2.7280002,2.8390002,-0.11100001,0.07300001,0.623,0.753,0.49,0.59400004,1.4580001,2.5860002,2.871,1,0.818,Linear_3S,dynamic
60,3.2370002,3.2350001,3.3860002,-0.149,0.09,0.656,0.80200005,0.522,0.63600004,0.23500001,3.065,3.4160001,1,0.81000006,Linear_3S,stoch
60,2.6690001,2.6690001,2.8390002,-0.17,0.08400001,0.68500006,0.83500004,0.527,0.63600004,1.3840001,2.5040002,2.834,0,0.83800006,GP_3S,dynamic
60,3.1280003,3.1280003,3.3860002,-0.25800002,0.095000006,0.85700005,1.008,0.614,0.72700006,0.27400002,2.9420002,3.3140001,0,0.80600005,GP_3S,stoch
60,2.8240001,2.8240001,2.8390002,-0.015000001,0.055000003,0.541,0.554,0.43,0.441,1.133,2.713,2.9340003,1,0.314,Linear_1S,dynamic
60,2.769,2.7710001,2.8390002,-0.07,0.076000005,0.64500004,0.70600003,0.47700003,0.51500005,0.994,2.6220002,2.917,1,0.536,GP_1S,dynamic
60,3.4710002,3.4710002,3.3860002,0.085,0.07300001,0.58000004,0.591,0.467,0.47500002,0.257,3.3270001,3.6180003,1,0.24800001,Linear_1S,stoch
60,3.338,3.3400002,3.3860002,-0.048,0.094000004,0.859,0.91400003,0.582,0.60300004,0.29500002,3.1420002,3.5160003,1,0.402,GP_1S,stoch
115,2.3820002,2.3820002,2.4350002,-0.053000003,0.046000004,0.134,0.16800001,0.102000006,0.127,0.9480001,2.292,2.4720001,1,0.80200005,Linear_oracle,dynamic
115,2.3470001,2.348,2.4350002,-0.08800001,0.060000002,0.462,0.517,0.216,0.264,1.5020001,2.2340002,2.4650002,1,0.86,GP_oracle,dynamic
115,2.9910002,2.9910002,3.0270002,-0.036000002,0.055000003,0.108,0.142,0.086,0.108,0.112,2.8850002,3.1000001,1,0.80200005,Linear_oracle,stoch
115,2.9220002,2.9210002,3.0270002,-0.105000004,0.059000004,0.49,0.53300005,0.21700001,0.25100002,0.17300001,2.8060002,3.0370002,1,0.83000004,GP_oracle,stoch
115,2.0340002,2.0340002,2.4350002,-0.40100002,0.061000004,0.99600005,1.0040001,0.716,0.72400004,2.8890002,1.9130001,2.1550002,0,0.24200001,Linear_observed,dynamic
115,1.8000001,1.797,2.4350002,-0.63500005,0.14,1.368,1.409,1.047,1.072,17.386002,1.536,2.0770001,0,0.324,GP_observed,dynamic
115,2.5860002,2.5870001,3.0270002,-0.441,0.087000005,1.125,1.133,0.808,0.81600004,0.5,2.4160001,2.756,0,0.22200002,Linear_observed,stoch
115,3.0490003,3.045,3.0270002,0.022000002,0.27,1.075,1.182,0.78000003,0.86300004,0.44200003,2.5400002,3.5890002,1,0.514,GP_observed,stoch
115,2.298,2.298,2.4350002,-0.13700001,0.072000004,0.56600004,0.67700005,0.448,0.536,2.348,2.1590002,2.4420002,1,0.78200006,Linear_3S,dynamic
115,2.789,2.7870002,3.0270002,-0.238,0.08400001,0.66200006,0.772,0.523,0.609,0.31500003,2.628,2.9580002,0,0.75600004,Linear_3S,stoch
