idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
3_0_0,true_net,dynamic,2.0,4.44599,3.97362,4.4509797,-0.0049799997,0.014839999,0.01566,0.0035199998,0.00873,0.00165,4.417395,4.474747,True,1.0,0.28065386
3_0_0,true_net,stoch,2.0,5.12148,4.91111,5.12734,-0.00586,0.01706,0.01804,0.0035199998,0.00586,0.0011999999,5.088584,5.1544914,True,1.0,0.28065386
3_0_0,obs_net,dynamic,2.0,1.75365,0.91031,4.4509797,-2.69733,0.27462998,2.7112799,0.60914,2.69733,0.64454,1.2016551,2.283658,False,0.0019999999,5.9567504
3_0_0,obs_net,stoch,2.0,1.97613,1.9634299,5.12734,-3.1512098,0.29424998,3.1649199,0.61726,3.1512098,0.60411996,1.3837185,2.5420492,False,0.0,5.9567504
3_0_0,MWG,dynamic,2.0,3.64133,3.3130598,4.4509797,-0.80965,0.108969994,0.81694996,0.18354,0.92250997,0.21549,3.4002533,3.8481855,False,0.88,2.338723
3_0_0,MWG,stoch,2.0,4.25475,4.05552,5.12734,-0.87259996,0.13109,0.88238996,0.1721,0.87706,0.16977,3.97573,4.5455227,False,0.442,2.338723
3_0_0,MWG_rep,dynamic,2.0,4.01375,3.82405,4.4509797,-0.43721998,0.15253,0.46306998,0.10404,0.71528,0.17210999,3.7213879,4.2983775,False,0.98999995,1.928271
3_0_0,MWG_rep,stoch,2.0,4.6574597,4.47826,5.12734,-0.46989,0.152,0.49385998,0.096319996,0.54396,0.10288,4.3555226,4.9194555,False,0.664,1.928271
3_0_1,true_net,dynamic,2.5,4.44561,3.97329,4.4509797,-0.00537,0.015129999,0.01605,0.00361,0.00875,0.00163,4.415518,4.4754844,True,1.0,0.2801684
3_0_1,true_net,stoch,2.5,5.12103,4.91054,5.12734,-0.0063099996,0.01739,0.0185,0.00361,0.0063099996,0.0012899999,5.0865064,5.155385,True,1.0,0.2801684
3_0_1,obs_net,dynamic,2.5,1.44071,0.67102,4.4509797,-3.0102699,0.35186,3.0307598,0.68092,3.0102699,0.72643995,0.7447473,2.1314592,False,0.0,6.422527
3_0_1,obs_net,stoch,2.5,1.6410799,1.63753,5.12734,-3.48626,0.37623,3.50651,0.68388,3.48626,0.67102,0.8957477,2.3783672,False,0.0,6.422527
3_0_1,MWG,dynamic,2.5,4.54675,4.2697,4.4509797,0.095769994,0.18268,0.20626,0.04634,0.62176,0.17496,4.227667,4.9779115,True,0.992,1.7860669
3_0_1,MWG,stoch,2.5,5.27478,5.08353,5.12734,0.14744,0.18964,0.24021,0.04685,0.36918998,0.075729996,4.9490185,5.7210436,True,0.9,1.7860669
3_0_1,MWG_rep,dynamic,2.5,4.02674,3.8761299,4.4509797,-0.42424,0.17110999,0.45745,0.10277,0.71642,0.17221999,3.6865587,4.3618245,False,0.988,1.8131113
3_0_1,MWG_rep,stoch,2.5,4.73372,4.5795097,5.12734,-0.39361998,0.18438,0.43466,0.08477,0.51833,0.097059995,4.3754745,5.08144,False,0.676,1.8131113
3_0_2,true_net,dynamic,3.0,4.4456,3.97315,4.4509797,-0.00538,0.014889999,0.015829999,0.0035599999,0.00858,0.00159,4.416408,4.4742417,True,1.0,0.28229496
3_0_2,true_net,stoch,3.0,5.12103,4.91064,5.12734,-0.0063199997,0.01712,0.01824,0.0035599999,0.0063199997,0.0012899999,5.0874925,5.1539392,True,1.0,0.28229496
3_0_2,obs_net,dynamic,3.0,1.4136,0.7096,4.4509797,-3.03737,0.43456,3.0683,0.68935,3.03737,0.73315,0.5831234,2.271502,False,0.0019999999,6.5312185
3_0_2,obs_net,stoch,3.0,1.6175599,1.61061,5.12734,-3.50978,0.47101998,3.54125,0.69066,3.50978,0.67569,0.716678,2.548894,False,0.0,6.5312185
3_0_2,MWG,dynamic,3.0,4.5433297,4.24847,4.4509797,0.09235,0.13751,0.16564,0.03721,0.6318,0.17581,4.284054,4.8163652,True,0.986,1.8474023
3_0_2,MWG,stoch,3.0,5.2880197,5.08978,5.12734,0.16067,0.13446,0.20951,0.040859997,0.35711998,0.073819995,5.032217,5.5445447,True,0.89199996,1.8474023
3_0_2,MWG_rep,dynamic,3.0,3.96938,3.83688,4.4509797,-0.48158997,0.15129,0.50479996,0.113409996,0.75317997,0.17936,3.674041,4.2605643,False,0.992,2.0767858
3_0_2,MWG_rep,stoch,3.0,4.64837,4.48463,5.12734,-0.47897,0.16688,0.50721,0.098919995,0.56289,0.10455,4.3418946,4.976515,False,0.65,2.0767858
3_0_3,true_net,dynamic,3.5,4.4458,3.97347,4.4509797,-0.00517,0.01481,0.015689999,0.0035299999,0.008789999,0.00165,4.416905,4.474524,True,1.0,0.2815351
3_0_3,true_net,stoch,3.5,5.1212597,4.91085,5.12734,-0.0060799997,0.017029999,0.01808,0.0035299999,0.0060799997,0.00124,5.087997,5.1543107,True,1.0,0.2815351
3_0_3,obs_net,dynamic,3.5,1.0085,0.36209,4.4509797,-3.4424798,0.55527997,3.48698,0.78341997,3.4424798,0.84386,-0.10342295,2.0943398,False,0.0,7.085527
3_0_3,obs_net,stoch,3.5,1.1782299,1.18101,5.12734,-3.9491198,0.61205,3.99626,0.7794,3.9491198,0.76379997,-0.04829076,2.3754752,False,0.0,7.085527
3_0_3,MWG,dynamic,3.5,3.9547498,3.7221699,4.4509797,-0.49622,0.12062,0.51067,0.11473,0.70572,0.16522999,3.7247174,4.189711,False,0.978,1.810239
3_0_3,MWG,stoch,3.5,4.61241,4.42022,5.12734,-0.51493996,0.12303,0.52943,0.103259996,0.56298,0.10666,4.3987193,4.86527,False,0.69799995,1.810239
3_0_3,MWG_rep,dynamic,3.5,4.31469,4.1437497,4.4509797,-0.13629,0.14921999,0.20209,0.045399997,0.62865,0.16379,4.0247083,4.6033087,True,0.98999995,2.126113
3_0_3,MWG_rep,stoch,3.5,5.055,4.8705697,5.12734,-0.07234,0.14022,0.15778999,0.03077,0.36798,0.07279,4.790507,5.3362446,True,0.816,2.126113
3_0_4,true_net,dynamic,4.0,4.4456797,3.97326,4.4509797,-0.00529,0.0148599995,0.01577,0.00354,0.00865,0.0016099999,4.415862,4.4744716,True,1.0,0.28326905
3_0_4,true_net,stoch,4.0,5.12112,4.91069,5.12734,-0.00622,0.01708,0.01818,0.00355,0.00622,0.00127,5.086805,5.154274,True,1.0,0.28326905
3_0_4,obs_net,dynamic,4.0,0.41645,-0.16609,4.4509797,-4.0345197,0.66998,4.08977,0.91885,4.0345197,1.00527,-0.88123053,1.7355666,False,0.0,7.871936
3_0_4,obs_net,stoch,4.0,0.52085,0.52357,5.12734,-4.6064897,0.74353,4.66611,0.91003996,4.6064897,0.89587,-0.9190333,1.9864914,False,0.0,7.871936
3_0_4,MWG,dynamic,4.0,3.87457,3.62743,4.4509797,-0.57641,0.118209995,0.58840996,0.1322,0.75039,0.1774,3.6466107,4.1087184,False,0.964,1.9522275
3_0_4,MWG,stoch,4.0,4.51396,4.31944,5.12734,-0.61338997,0.1143,0.62394,0.12169,0.63521,0.120359994,4.297832,4.7350726,False,0.604,1.9522275
3_0_4,MWG_rep,dynamic,4.0,3.9365098,3.7672398,4.4509797,-0.51447,0.15168,0.53635997,0.1205,0.7687,0.18534,3.644003,4.214837,False,0.988,1.9810222
3_0_4,MWG_rep,stoch,4.0,4.62357,4.45042,5.12734,-0.50378,0.16411999,0.52984,0.10334,0.58852,0.111049995,4.3098598,4.926238,False,0.57199997,1.9810222
3_1_0,true_net,dynamic,2.0,4.25354,3.6834998,4.23706,0.016479999,0.01321,0.021119999,0.0049799997,0.016479999,0.0037099998,4.2273526,4.2791653,True,1.0,0.27327722
3_1_0,true_net,stoch,2.0,5.16892,4.96582,5.14893,0.02,0.01608,0.025659999,0.0049799997,0.02,0.0039,5.1370945,5.200143,True,1.0,0.27327722
3_1_0,obs_net,dynamic,2.0,2.07165,1.19778,4.23706,-2.16542,0.27012,2.1822,0.51502997,2.16587,0.54083997,1.5398152,2.5955293,False,0.02,5.9945984
3_1_0,obs_net,stoch,2.0,2.3831,2.36076,5.14893,-2.76583,0.29625,2.7816498,0.54024,2.76583,0.5239,1.7987459,2.9593487,False,0.0,5.9945984
