idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
6_0_0,true_net,dynamic,2.0,4.29776,3.8446798,4.29594,0.0018099999,0.012259999,0.01239,0.00289,0.00649,0.0013799999,4.2736197,4.3223963,True,1.0,0.31489655
6_0_0,true_net,stoch,2.0,5.1781797,4.9867496,5.17581,0.00237,0.01473,0.01492,0.00288,0.00244,0.00051,5.1490917,5.207772,True,1.0,0.31489655
6_0_0,obs_net,dynamic,2.0,1.29926,0.52373,4.29594,-2.99668,0.25046,3.00713,0.69999,2.99668,0.74623996,0.8076046,1.7943999,False,0.0019999999,6.483292
6_0_0,obs_net,stoch,2.0,1.5727099,1.56519,5.17581,-3.6030898,0.28889,3.61466,0.69838,3.6030898,0.68716997,1.0068803,2.1440992,False,0.0,6.483292
6_0_0,MWG,dynamic,2.0,4.03215,3.67066,4.29594,-0.2638,0.15044999,0.30369,0.07069,0.66572,0.18992999,3.665729,4.295469,False,0.972,1.5890795
6_0_0,MWG,stoch,2.0,4.90121,4.70549,5.17581,-0.2746,0.17344,0.32479,0.06275,0.39431998,0.07484,4.4861417,5.238958,True,0.88199997,1.5890795
6_0_0,MWG_rep,dynamic,2.0,3.5955398,3.41662,4.29594,-0.70041,0.13263999,0.71286,0.16594,0.88276,0.23213999,3.3267035,3.8414137,False,0.97999996,2.465367
6_0_0,MWG_rep,stoch,2.0,4.39051,4.2041197,5.17581,-0.78529996,0.12212,0.79473996,0.15355,0.81277996,0.15313,4.1422305,4.611106,False,0.382,2.465367
6_0_1,true_net,dynamic,2.5,4.2978497,3.84478,4.29594,0.0018999999,0.01246,0.0126,0.00293,0.0064,0.00136,4.272879,4.3222685,True,1.0,0.31741816
6_0_1,true_net,stoch,2.5,5.17829,4.9867597,5.17581,0.00248,0.014959999,0.01517,0.00293,0.00253,0.00052999996,5.148324,5.2076573,True,1.0,0.31741816
6_0_1,obs_net,dynamic,2.5,1.4049,0.69497,4.29594,-2.8910499,0.31324,2.90797,0.67691,2.8910499,0.7144,0.78688675,2.020286,False,0.006,6.425535
6_0_1,obs_net,stoch,2.5,1.6950799,1.68829,5.17581,-3.4807298,0.36148998,3.49945,0.67612,3.4807298,0.66275996,0.9828153,2.4059548,False,0.0,6.425535
6_0_1,MWG,dynamic,2.5,3.8833199,3.5758698,4.29594,-0.41263,0.100049995,0.42457998,0.09883,0.71204996,0.19253999,3.677115,4.0621495,False,0.954,1.9080659
6_0_1,MWG,stoch,2.5,4.71685,4.5275497,5.17581,-0.45896,0.108399995,0.47158,0.09111,0.52285,0.098079994,4.507513,4.9235826,False,0.784,1.9080659
6_0_1,MWG_rep,dynamic,2.5,3.8606699,3.6655998,4.29594,-0.43528,0.124189995,0.45264998,0.10537,0.72898996,0.19511,3.6136396,4.092964,False,0.988,1.8036202
6_0_1,MWG_rep,stoch,2.5,4.7244797,4.55758,5.17581,-0.45132998,0.12051,0.46714,0.09026,0.54938996,0.102699995,4.4866543,4.948024,False,0.652,1.8036202
6_0_2,true_net,dynamic,3.0,4.29774,3.84479,4.29594,0.00179,0.01242,0.01254,0.0029199999,0.0064499998,0.0013799999,4.273181,4.322689,True,1.0,0.31761333
6_0_2,true_net,stoch,3.0,5.1781497,4.98668,5.17581,0.00235,0.01492,0.0150999995,0.0029199999,0.00242,0.00051,5.148676,5.208073,True,1.0,0.31761333
6_0_2,obs_net,dynamic,3.0,1.26752,0.61618996,4.29594,-3.02842,0.40372998,3.05522,0.71119,3.02842,0.7532,0.47638232,2.05343,False,0.007999999,6.690195
6_0_2,obs_net,stoch,3.0,1.53722,1.53747,5.17581,-3.6385899,0.46622998,3.66834,0.70875,3.6385899,0.69409996,0.62185615,2.4439335,False,0.0,6.690195
6_0_2,MWG,dynamic,3.0,3.77318,3.47308,4.29594,-0.52277,0.10785,0.53376997,0.124249995,0.76699996,0.20241,3.5475645,3.9675405,False,0.964,1.9864956
6_0_2,MWG,stoch,3.0,4.61301,4.4158297,5.17581,-0.5628,0.11215,0.57387,0.110869996,0.60577,0.11417,4.359042,4.809412,False,0.664,1.9864956
6_0_2,MWG_rep,dynamic,3.0,3.6916099,3.50695,4.29594,-0.60433,0.12282,0.61669,0.14355,0.80034,0.2038,3.4563217,3.934514,False,0.97999996,2.2456648
6_0_2,MWG_rep,stoch,3.0,4.4323597,4.2448997,5.17581,-0.74345,0.099989995,0.75013995,0.14492999,0.7784,0.14583999,4.2479877,4.634177,False,0.442,2.2456648
6_0_3,true_net,dynamic,3.5,4.2977,3.8448298,4.29594,0.0017499999,0.01234,0.01246,0.0029,0.0063899998,0.00136,4.273641,4.3220487,True,1.0,0.3150728
6_0_3,true_net,stoch,3.5,5.1780996,4.98666,5.17581,0.0023,0.014819999,0.015,0.0029,0.00237,0.00049999997,5.1492553,5.2073383,True,1.0,0.3150728
6_0_3,obs_net,dynamic,3.5,1.0243,0.42472,4.29594,-3.2716498,0.49517998,3.30891,0.77024,3.2716498,0.8239,0.0655782,2.0168524,False,0.007999999,7.076117
6_0_3,obs_net,stoch,3.5,1.2575799,1.25376,5.17581,-3.9182298,0.57662,3.96043,0.76518,3.9182298,0.74978995,0.14059971,2.411869,False,0.0,7.076117
6_0_3,MWG,dynamic,3.5,3.8397298,3.53579,4.29594,-0.45622,0.16954,0.4867,0.11329,0.72156996,0.19319,3.5263224,4.1923923,False,0.96599996,1.9271656
6_0_3,MWG,stoch,3.5,4.65555,4.45611,5.17581,-0.52026,0.1778,0.5498,0.10622,0.56957,0.10673,4.3553147,5.0835533,False,0.714,1.9271656
6_0_3,MWG_rep,dynamic,3.5,3.77312,3.53969,4.29594,-0.52282,0.115049995,0.53533,0.12461,0.74959,0.19735,3.543674,3.9882762,False,0.986,2.0993028
6_0_3,MWG_rep,stoch,3.5,4.57969,4.38457,5.17581,-0.59612,0.091359995,0.60308,0.116519995,0.63690996,0.11919,4.397641,4.7527804,False,0.532,2.0993028
6_0_4,true_net,dynamic,4.0,4.2975297,3.84444,4.29594,0.00159,0.0122299995,0.01234,0.00287,0.00658,0.00142,4.2734804,4.321843,True,1.0,0.3146368
