idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
20_0_0,true_net,dynamic,2.0,3.26107,2.80456,3.26526,-0.00419,0.011609999,0.01234,0.00378,0.00419,0.00144,3.2384632,3.2834604,True,1.0,0.25733525
20_0_0,true_net,stoch,2.0,4.8505096,4.66874,4.85677,-0.0062599997,0.01732,0.01842,0.00379,0.0062599997,0.00128,4.81673,4.8839197,True,1.0,0.25733525
20_0_0,obs_net,dynamic,2.0,1.20656,0.45645,3.26526,-2.0586998,0.20231,2.06862,0.63352,2.0586998,0.69986,0.817714,1.6161919,False,0.018,5.925265
20_0_0,obs_net,stoch,2.0,1.6948999,1.6833299,4.85677,-3.16188,0.25680998,3.1722898,0.65317,3.16188,0.64155996,1.2025385,2.215468,False,0.0,5.925265
20_0_0,MWG,dynamic,2.0,2.9340298,2.57811,3.26526,-0.33122998,0.09781,0.34537,0.10577,0.58779997,0.21339,2.7474496,3.1354203,False,0.988,1.9167664
20_0_0,MWG,stoch,2.0,4.3902197,4.2097497,4.85677,-0.46655,0.11249,0.47992,0.09882,0.5135,0.103269994,4.1841626,4.6079087,False,0.7,1.9167664
20_0_0,MWG_rep,dynamic,2.0,1.43687,1.32507,3.26526,-1.82839,0.26841998,1.8479899,0.56596,1.8289399,0.61123997,0.91610104,1.9698886,False,0.95199996,5.6764083
20_0_0,MWG_rep,stoch,2.0,2.0007598,1.9880899,4.85677,-2.85602,0.31114,2.87291,0.59152997,2.85602,0.57690996,1.3871124,2.6185818,False,0.0,5.6764083
20_0_1,true_net,dynamic,2.5,3.2611299,2.80454,3.26526,-0.00413,0.0117,0.012399999,0.0037999998,0.00413,0.00143,3.2380853,3.2841117,True,1.0,0.25989658
20_0_1,true_net,stoch,2.5,4.8506,4.66886,4.85677,-0.00617,0.01746,0.01852,0.00381,0.00617,0.0012599999,4.81622,4.884842,True,1.0,0.25989658
20_0_1,obs_net,dynamic,2.5,1.12493,0.41184,3.26526,-2.14032,0.25866,2.1559,0.66025,2.14032,0.72999996,0.61862886,1.6363684,False,0.015999999,6.1202903
20_0_1,obs_net,stoch,2.5,1.59178,1.5863,4.85677,-3.2649899,0.3279,3.28141,0.67564,3.2649899,0.66326,0.9486616,2.2387142,False,0.0,6.1202903
20_0_1,MWG,dynamic,2.5,2.98837,2.64059,3.26526,-0.27688998,0.11408,0.29946998,0.09171,0.58592,0.21552,2.7451177,3.1850665,False,0.982,1.7088504
20_0_1,MWG,stoch,2.5,4.48518,4.3083997,4.85677,-0.37159,0.15517999,0.40269,0.08291,0.44685,0.09004,4.182049,4.74737,False,0.826,1.7088504
20_0_1,MWG_rep,dynamic,2.5,2.79913,2.54424,3.26526,-0.46613,0.1173,0.48066,0.1472,0.63232,0.22001,2.5754678,3.0282123,False,0.98999995,2.0136387
20_0_1,MWG_rep,stoch,2.5,4.19967,4.02617,4.85677,-0.65709996,0.14978999,0.67396,0.13877,0.6719,0.13452,3.9571683,4.502262,False,0.496,2.0136387
20_0_2,true_net,dynamic,3.0,3.2611098,2.8045099,3.26526,-0.00415,0.011829999,0.01254,0.00384,0.00415,0.00144,3.2379017,3.2842743,True,1.0,0.26260412
20_0_2,true_net,stoch,3.0,4.8505697,4.66884,4.85677,-0.0061999997,0.01766,0.01872,0.00385,0.0061999997,0.00127,4.815916,4.8851023,True,1.0,0.26260412
20_0_2,obs_net,dynamic,3.0,1.0734099,0.38711,3.26526,-2.19184,0.31647998,2.21457,0.67822,2.19184,0.75022,0.46221152,1.7069451,False,0.02,6.269556
20_0_2,obs_net,stoch,3.0,1.5300399,1.5228599,4.85677,-3.32673,0.40524998,3.3513298,0.69003,3.32673,0.67633,0.74606216,2.3370626,False,0.0,6.269556
20_0_2,MWG,dynamic,3.0,3.3752098,3.0402699,3.26526,0.10995,0.15816,0.19262,0.058989998,0.54411,0.23455,3.0735483,3.6673996,True,0.99799997,2.0829241
20_0_2,MWG,stoch,3.0,4.99811,4.82931,4.85677,0.14134,0.22266999,0.26374,0.0543,0.34941,0.07717,4.586106,5.406857,True,0.88799995,2.0829241
20_0_2,MWG_rep,dynamic,3.0,3.0651898,2.7963898,3.26526,-0.20007,0.1147,0.23062,0.07063,0.56237,0.21288,2.832602,3.2776103,True,0.99799997,2.114266
20_0_2,MWG_rep,stoch,3.0,4.52911,4.36696,4.85677,-0.32766,0.117649995,0.34814,0.071679994,0.44917998,0.09048,4.2914615,4.749044,False,0.7,2.114266
20_0_3,true_net,dynamic,3.5,3.26105,2.80454,3.26526,-0.00421,0.01162,0.01236,0.00379,0.00421,0.0014599999,3.238611,3.2842357,True,1.0,0.2558109
20_0_3,true_net,stoch,3.5,4.85047,4.66876,4.85677,-0.0063,0.01735,0.01846,0.0037999998,0.0063,0.0012899999,4.8169885,4.885159,True,1.0,0.2558109
20_0_3,obs_net,dynamic,3.5,0.86744,0.20559,3.26526,-2.39782,0.37973,2.4277,0.74349,2.39782,0.83232,0.13926509,1.608772,False,0.015999999,6.6037617
20_0_3,obs_net,stoch,3.5,1.2669799,1.25852,4.85677,-3.5898,0.49528998,3.6237998,0.74613,3.5898,0.73203,0.31940383,2.2359474,False,0.0,6.6037617
20_0_3,MWG,dynamic,3.5,3.1462,2.80244,3.26526,-0.119059995,0.12415,0.17200999,0.052679997,0.53211,0.20766999,2.9031205,3.3705978,True,0.99399996,1.6281303
20_0_3,MWG,stoch,3.5,4.64045,4.49161,4.85677,-0.21632,0.15536,0.26633,0.05484,0.36451,0.073649995,4.3314743,4.934081,True,0.89199996,1.6281303
20_0_3,MWG_rep,dynamic,3.5,2.84496,2.6872199,3.26526,-0.42029998,0.118,0.43655,0.1337,0.63369,0.22016999,2.618003,3.0783544,False,0.99799997,2.2264426
20_0_3,MWG_rep,stoch,3.5,4.2234697,4.09312,4.85677,-0.6333,0.11479,0.64361995,0.13251999,0.67456996,0.13202,4.0016284,4.448521,False,0.42,2.2264426
idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
20_0_0,true_net,dynamic,2.0,3.26107,2.80456,3.26526,-0.00419,0.011609999,0.01234,0.00378,0.00419,0.00144,3.2384632,3.2834604,True,1.0,0.25733525
20_0_0,true_net,stoch,2.0,4.8505096,4.66874,4.85677,-0.0062599997,0.01732,0.01842,0.00379,0.0062599997,0.00128,4.81673,4.8839197,True,1.0,0.25733525
20_0_0,obs_net,dynamic,2.0,1.20656,0.45645,3.26526,-2.0586998,0.20231,2.06862,0.63352,2.0586998,0.69986,0.817714,1.6161919,False,0.018,5.925265
20_0_0,obs_net,stoch,2.0,1.6948999,1.6833299,4.85677,-3.16188,0.25680998,3.1722898,0.65317,3.16188,0.64155996,1.2025385,2.215468,False,0.0,5.925265
