idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
32_0_0,true_net,dynamic,2.0,4.80078,4.48105,4.8063397,-0.00556,0.01715,0.018029999,0.00375,0.00556,0.00115,4.7673316,4.834355,True,1.0,0.27436522
32_0_0,true_net,stoch,2.0,5.17528,4.9808297,5.1812696,-0.00599,0.0185,0.01945,0.00375,0.00599,0.00116,5.13919,5.211476,True,1.0,0.27436522
32_0_0,obs_net,dynamic,2.0,2.3603199,1.56572,4.8063397,-2.44602,0.28333,2.46237,0.51232,2.44733,0.51741,1.8076204,2.9176064,False,0.03,5.6088343
32_0_0,obs_net,stoch,2.0,2.4440699,2.41883,5.1812696,-2.7372,0.28467998,2.7519698,0.53113997,2.7372,0.51511997,1.8880905,3.005331,False,0.0039999997,5.6088343
32_0_0,MWG,dynamic,2.0,3.82316,3.6246898,4.8063397,-0.98318,0.11142,0.98946995,0.20586999,1.05627,0.22129999,3.6043866,4.034003,False,0.852,2.4048648
32_0_0,MWG,stoch,2.0,4.17693,3.99344,5.1812696,-1.00435,0.10605,1.00993,0.19491999,1.00525,0.19115,3.9814,4.376746,False,0.266,2.4048648
32_0_0,MWG_rep,dynamic,2.0,4.14881,4.00392,4.8063397,-0.65753,0.15728,0.67608,0.14066,0.85372996,0.18738,3.8506384,4.4586515,False,0.968,2.218889
32_0_0,MWG_rep,stoch,2.0,4.5187197,4.34131,5.1812696,-0.66255,0.13566,0.6763,0.13053,0.68899,0.12798999,4.2618127,4.781999,False,0.496,2.218889
32_0_1,true_net,dynamic,2.5,4.80023,4.4804997,4.8063397,-0.00611,0.01675,0.01783,0.0037099998,0.00611,0.00127,4.7672353,4.8328257,True,1.0,0.27430424
32_0_1,true_net,stoch,2.5,5.17469,4.9801397,5.1812696,-0.00659,0.01807,0.019229999,0.0037099998,0.00659,0.00127,5.1391153,5.2098417,True,1.0,0.27430424
32_0_1,obs_net,dynamic,2.5,2.29007,1.57906,4.8063397,-2.51627,0.36297,2.54231,0.52895,2.5169199,0.53151,1.5696222,3.0076165,False,0.04,5.7915874
32_0_1,obs_net,stoch,2.5,2.3754299,2.36267,5.1812696,-2.80584,0.36488998,2.82947,0.54609996,2.80584,0.52832,1.6524509,3.0932646,False,0.0039999997,5.7915874
32_0_1,MWG,dynamic,2.5,4.05096,3.89046,4.8063397,-0.75536996,0.14061,0.76835,0.15986,0.9169,0.19742,3.7642193,4.3182187,False,0.94799995,2.2700245
