idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
1_0_0,true_net,dynamic,2.0,3.59598,3.10199,3.58301,0.01298,0.012259999,0.01785,0.0049799997,0.01298,0.0035299999,3.5717607,3.6199853,True,1.0,0.3356831
1_0_0,true_net,stoch,2.0,5.24175,5.04176,5.22285,0.0189,0.01791,0.026039999,0.00499,0.0189,0.00363,5.2063265,5.27678,True,1.0,0.3356831
1_0_0,obs_net,dynamic,2.0,0.9515,0.26580998,3.58301,-2.6315,0.21428,2.64021,0.73687,2.6315,0.80254996,0.52411044,1.3752962,False,0.0019999999,7.0959435
1_0_0,obs_net,stoch,2.0,1.3424699,1.33795,5.22285,-3.88038,0.27157,3.88987,0.74478,3.88038,0.73544997,0.7998588,1.8818271,False,0.0,7.0959435
1_0_0,MWG,dynamic,2.0,3.57393,3.31189,3.58301,-0.00908,0.11013,0.11051,0.03084,0.54372,0.21677999,3.3580067,3.7886038,True,0.98999995,1.629064
1_0_0,MWG,stoch,2.0,5.20301,5.0208097,5.22285,-0.01984,0.12956999,0.13108,0.0251,0.32338,0.064059995,4.9584227,5.47273,True,0.912,1.629064
1_0_0,MWG_rep,dynamic,2.0,2.9965699,2.86404,3.58301,-0.58643,0.124859996,0.59958,0.16734,0.7672,0.25184998,2.7501776,3.235918,False,0.996,2.4664044
1_0_0,MWG_rep,stoch,2.0,4.3237,4.15732,5.22285,-0.89914995,0.14281,0.91042,0.17431,0.91503,0.17007999,4.029009,4.5790915,False,0.274,2.4664044
1_0_1,true_net,dynamic,2.5,3.59633,3.1024399,3.58301,0.0133299995,0.012089999,0.017989999,0.00502,0.0133299995,0.00364,3.572675,3.6204083,True,1.0,0.33665264
1_0_1,true_net,stoch,2.5,5.24226,5.0422297,5.22285,0.01941,0.017649999,0.026239999,0.00502,0.01941,0.00372,5.2076755,5.2773876,True,1.0,0.33665264
1_0_1,obs_net,dynamic,2.5,0.92364997,0.26754,3.58301,-2.65935,0.2617,2.6722,0.74579996,2.65935,0.81193,0.3997343,1.4343957,False,0.0039999997,7.240433
1_0_1,obs_net,stoch,2.5,1.30896,1.3074399,5.22285,-3.9138799,0.33438998,3.92814,0.75211,3.9138799,0.742,0.63866735,1.9632512,False,0.0,7.240433
1_0_1,MWG,dynamic,2.5,3.2677999,2.9935,3.58301,-0.31520998,0.16802,0.35718998,0.09969,0.6027,0.21255,2.998635,3.5844812,True,0.97999996,1.8839275
1_0_1,MWG,stoch,2.5,4.75145,4.56309,5.22285,-0.47138998,0.23604,0.52718997,0.10094,0.53545,0.09974,4.3707137,5.1443853,False,0.774,1.8839275
1_0_1,MWG_rep,dynamic,2.5,2.99914,2.8502998,3.58301,-0.58387,0.13505,0.59928,0.16725999,0.76405996,0.2547,2.7372992,3.259553,False,0.98999995,2.4917629
1_0_1,MWG_rep,stoch,2.5,4.34836,4.18231,5.22285,-0.87447995,0.13599,0.885,0.16945,0.88733995,0.16416,4.0917473,4.6140804,False,0.366,2.4917629
1_0_2,true_net,dynamic,3.0,3.59602,3.10162,3.58301,0.01301,0.01265,0.01815,0.00506,0.01301,0.0035299999,3.5709221,3.620638,True,1.0,0.33876625
1_0_2,true_net,stoch,3.0,5.2418,5.04172,5.22285,0.01895,0.018469999,0.02647,0.00507,0.01895,0.00364,5.205204,5.2777686,True,1.0,0.33876625
1_0_2,obs_net,dynamic,3.0,0.73925,0.106819995,3.58301,-2.84376,0.3261,2.86239,0.79888,2.84376,0.87825996,0.1033462,1.3821601,False,0.0019999999,7.6139803
1_0_2,obs_net,stoch,3.0,1.07363,1.0726,5.22285,-4.14922,0.42053998,4.17048,0.79850996,4.14922,0.78836995,0.25233623,1.901362,False,0.0,7.6139803
1_0_2,MWG,dynamic,3.0,3.2479599,2.98244,3.58301,-0.33504,0.13389,0.3608,0.1007,0.60631,0.21260999,3.024163,3.5228293,False,0.97999996,1.8897332
1_0_2,MWG,stoch,3.0,4.75826,4.5770597,5.22285,-0.46458998,0.15914999,0.49109,0.09403,0.51967,0.09645,4.4680166,5.0659266,False,0.778,1.8897332
1_0_2,MWG_rep,dynamic,3.0,3.17554,3.0009599,3.58301,-0.40747,0.11131,0.4224,0.11789,0.64524,0.21707,2.9599235,3.3879354,False,0.992,2.0709593
1_0_2,MWG_rep,stoch,3.0,4.6442,4.4648,5.22285,-0.57864,0.109139994,0.58884996,0.112739995,0.62147,0.114609994,4.4307556,4.8480406,False,0.522,2.0709593
1_0_3,true_net,dynamic,3.5,3.59616,3.1020598,3.58301,0.01315,0.0122,0.01794,0.00501,0.01315,0.00358,3.5720234,3.6196404,True,1.0,0.33434683
1_0_3,true_net,stoch,3.5,5.242,5.0419397,5.22285,0.019159999,0.017819999,0.02616,0.00501,0.01915,0.00367,5.206735,5.27632,True,1.0,0.33434683
1_0_3,obs_net,dynamic,3.5,0.459,-0.14586,3.58301,-3.1239998,0.39170998,3.14846,0.87872,3.1239998,0.97951996,-0.29507604,1.2314813,False,0.0019999999,8.129176
1_0_3,obs_net,stoch,3.5,0.70495,0.70829,5.22285,-4.5179,0.5141,4.54705,0.87061,4.5179,0.86112,-0.28356835,1.7183654,False,0.0,8.129176
1_0_3,MWG,dynamic,3.5,3.2077599,2.90375,3.58301,-0.37524998,0.124579996,0.39539,0.11035,0.6267,0.2164,2.9768584,3.4554915,False,0.96999997,2.0255907
1_0_3,MWG,stoch,3.5,4.69583,4.5153,5.22285,-0.52702,0.16248,0.55149996,0.10559,0.56672,0.105459996,4.39999,5.027659,False,0.754,2.0255907
1_0_3,MWG_rep,dynamic,3.5,3.11498,2.9623399,3.58301,-0.46802998,0.1427,0.48929998,0.13656,0.66741997,0.22203,2.8344176,3.3794713,False,0.996,2.350757
1_0_3,MWG_rep,stoch,3.5,4.55044,4.37559,5.22285,-0.6724,0.16038999,0.69127,0.13235,0.71388,0.13202,4.254773,4.88772,False,0.48999998,2.350757
1_0_4,true_net,dynamic,4.0,3.5962298,3.10227,3.58301,0.01322,0.0122,0.017989999,0.00502,0.01322,0.0036,3.5721009,3.6202013,True,1.0,0.3408763
1_0_4,true_net,stoch,4.0,5.24211,5.04205,5.22285,0.01926,0.01781,0.02623,0.00502,0.01926,0.0037,5.20684,5.2770967,True,1.0,0.3408763
1_0_4,obs_net,dynamic,4.0,-0.04669,-0.62714,3.58301,-3.6297,0.48869,3.6624398,1.02217,3.6297,1.1621599,-0.9881955,0.9121675,False,0.0,9.037416
1_0_4,obs_net,stoch,4.0,0.0202,0.01818,5.22285,-5.20264,0.65349996,5.24353,1.00396,5.20264,0.99626,-1.2390218,1.3019964,False,0.0,9.037416
