idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
34_0_0,true_net,dynamic,2.0,4.0569897,3.60202,4.08703,-0.03004,0.013049999,0.03275,0.00801,0.03004,0.0074899998,4.0316973,4.082263,False,0.006,0.36407444
34_0_0,true_net,stoch,2.0,5.0854197,4.88267,5.12308,-0.03766,0.01636,0.04106,0.00802,0.03766,0.00734,5.0536966,5.1171284,False,0.0,0.36407444
34_0_0,obs_net,dynamic,2.0,0.90417,0.23332,4.08703,-3.18286,0.28651,3.19573,0.78191996,3.18286,0.84270996,0.3478687,1.4799306,False,0.0,6.7572265
34_0_0,obs_net,stoch,2.0,1.12482,1.11815,5.12308,-3.9982598,0.33014,4.01187,0.7831,3.9982598,0.77410996,0.4825758,1.7866815,False,0.0,6.7572265
34_0_0,MWG,dynamic,2.0,4.32642,4.12008,4.08703,0.23939,0.1674,0.29211,0.07147,0.65699,0.22119999,4.0377755,4.7466836,True,0.98999995,2.0233347
34_0_0,MWG,stoch,2.0,5.39064,5.2104897,5.12308,0.26756,0.19122,0.32887,0.06419,0.41571,0.0885,5.060651,5.8723392,True,0.858,2.0233347
34_0_0,MWG_rep,dynamic,2.0,3.6697,3.53492,4.08703,-0.41733,0.15323,0.44456998,0.10878,0.73003995,0.20436,3.3843875,3.978758,False,0.99399996,2.0872645
34_0_0,MWG_rep,stoch,2.0,4.4590497,4.29864,5.12308,-0.66402996,0.16119,0.68331,0.13338,0.72256,0.1353,4.1693215,4.785312,False,0.48799998,2.0872645
34_0_1,true_net,dynamic,2.5,4.0573,3.6023,4.08703,-0.02973,0.01322,0.03254,0.00796,0.02973,0.0074099996,4.031478,4.0832105,False,0.01,0.36312035
34_0_1,true_net,stoch,2.5,5.0858097,4.88307,5.12308,-0.03727,0.016579999,0.04079,0.00796,0.03727,0.00726,5.0534377,5.118293,False,0.0,0.36312035
34_0_1,obs_net,dynamic,2.5,0.69048,0.07171,4.08703,-3.39655,0.37588,3.41729,0.83612996,3.39655,0.90742,-0.05904348,1.420051,False,0.0,7.139536
34_0_1,obs_net,stoch,2.5,0.87851995,0.88029,5.12308,-4.24456,0.43456998,4.26675,0.83285,4.24456,0.82365996,0.01260974,1.7215048,False,0.0,7.139536
34_0_1,MWG,dynamic,2.5,3.57068,3.3242998,4.08703,-0.51635,0.12185,0.53053,0.12980999,0.73965,0.19838999,3.3276904,3.804714,False,0.94799995,2.076048
34_0_1,MWG,stoch,2.5,4.43459,4.24716,5.12308,-0.68849,0.13767,0.70212,0.13705,0.71019,0.13477999,4.1660457,4.731377,False,0.584,2.076048
34_0_1,MWG_rep,dynamic,2.5,3.34579,3.2126799,4.08703,-0.74123996,0.13219,0.75294,0.18423,0.88641995,0.22734,3.094321,3.611794,False,0.988,2.4174628
34_0_1,MWG_rep,stoch,2.5,4.17178,4.0029,5.12308,-0.95129997,0.13728,0.96116,0.18761,0.96356,0.18219,3.9285629,4.4621086,False,0.288,2.4174628
34_0_2,true_net,dynamic,3.0,4.05695,3.6019099,4.08703,-0.03008,0.01301,0.03277,0.00802,0.03008,0.0075,4.030696,4.082401,False,0.0,0.36024818
34_0_2,true_net,stoch,3.0,5.08537,4.88275,5.12308,-0.03771,0.01632,0.04109,0.00802,0.03771,0.0073499996,5.052457,5.117287,False,0.0,0.36024818
34_0_2,obs_net,dynamic,3.0,0.64008,0.07745,4.08703,-3.44695,0.46427,3.4780798,0.85099995,3.44695,0.92310995,-0.2618503,1.5538194,False,0.0,7.287868
34_0_2,obs_net,stoch,3.0,0.81663996,0.81566,5.12308,-4.30644,0.54464996,4.3407497,0.84729,4.30644,0.83611,-0.24313146,1.8891219,False,0.0,7.287868
34_0_2,MWG,dynamic,3.0,3.81039,3.57755,4.08703,-0.27664,0.14378999,0.31178,0.07629,0.64043,0.1849,3.5328653,4.077011,False,0.99399996,2.0821218
34_0_2,MWG,stoch,3.0,4.75252,4.5587497,5.12308,-0.37056,0.18436,0.41389,0.08079,0.47263998,0.08969,4.4111447,5.0694637,False,0.812,2.0821218
34_0_2,MWG_rep,dynamic,3.0,3.59322,3.4464798,4.08703,-0.49381,0.1617,0.51961,0.12714,0.74938,0.20628,3.2963665,3.9027622,False,0.992,2.2996225
34_0_2,MWG_rep,stoch,3.0,4.47816,4.29656,5.12308,-0.64492,0.15337,0.66291,0.1294,0.68235,0.1276,4.209475,4.7835245,False,0.524,2.2996225
34_0_3,true_net,dynamic,3.5,4.05686,3.60183,4.08703,-0.03017,0.01315,0.03291,0.008049999,0.03017,0.00752,4.0306244,4.082198,False,0.0,0.36177212
34_0_3,true_net,stoch,3.5,5.08526,4.88256,5.12308,-0.03783,0.016479999,0.04126,0.008049999,0.03783,0.00737,5.052361,5.1170354,False,0.0,0.36177212
34_0_3,obs_net,dynamic,3.5,0.092,-0.42001,4.08703,-3.99504,0.58509,4.03765,0.98792,3.99504,1.08978,-1.0486506,1.219121,False,0.0,8.101417
34_0_3,obs_net,stoch,3.5,0.16552,0.16237,5.12308,-4.95757,0.69276,5.0057297,0.97709,4.95757,0.96721995,-1.1870822,1.5010864,False,0.0,8.101417
34_0_3,MWG,dynamic,3.5,3.87516,3.6589298,4.08703,-0.21187,0.16068,0.26591,0.06506,0.63282,0.18614,3.5688381,4.196431,True,0.988,1.9434237
34_0_3,MWG,stoch,3.5,4.8438396,4.66263,5.12308,-0.27923998,0.18293,0.33383,0.06516,0.43223998,0.08293,4.482217,5.1771617,True,0.84,1.9434237
34_0_3,MWG_rep,dynamic,3.5,3.66056,3.5345,4.08703,-0.42646998,0.1338,0.44697,0.109359995,0.67006,0.18595,3.4030435,3.9303176,False,0.996,2.1770701
34_0_3,MWG_rep,stoch,3.5,4.4983597,4.32485,5.12308,-0.62472,0.11614,0.63541996,0.124029994,0.67916,0.12745,4.274647,4.728305,False,0.46199998,2.1770701
