idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover
138,obs_net,dynamic,2.5,1.5121299,0.81601,3.92519,-2.41307,0.27929,2.42918,0.61886996,2.41307,0.61476,0.9620301,2.064065,False,0.006
138,obs_net,stoch,2.5,1.78914,1.7770799,5.08639,-3.2972598,0.31069,3.3118598,0.65112,3.2972598,0.64825,1.1772927,2.4034038,False,0.0
138,MWG,dynamic,2.5,3.36668,2.83529,3.92519,-0.55851996,0.08507,0.56496,0.14393,0.55851996,0.14229,3.196372,3.5345325,False,0.742
138,MWG,stochastic,2.5,4.41467,4.23534,5.08639,-0.67173,0.34539,0.75531995,0.1485,0.67964,0.13362,3.7203586,5.105584,True,0.784
138,MWG_rep,dynamic,2.5,3.4283,2.8701,3.92519,-0.4969,0.09268,0.50547,0.12877999,0.4969,0.12659,3.2465587,3.6088858,False,0.556
138,MWG_rep,stochastic,2.5,4.42857,4.2871,5.08639,-0.65782,0.32136,0.73212,0.14394,0.66337997,0.13042,3.7877712,5.0781426,False,0.848
144,true_net,dynamic,3.0,3.9100099,3.3715398,3.92519,-0.015179999,0.012639999,0.01976,0.0050299997,0.0166,0.00423,3.8853824,3.9349308,True,1.0
144,true_net,stoch,3.0,5.06699,4.9010997,5.08639,-0.019399999,0.0165,0.02547,0.00501,0.02135,0.0042,5.034804,5.0995555,True,1.0
144,obs_net,dynamic,3.0,1.58258,0.93402,3.92519,-2.34262,0.31471,2.3636599,0.60218,2.34262,0.59682,0.97165734,2.1972232,False,0.012
144,obs_net,stoch,3.0,1.8717799,1.86032,5.08639,-3.2146099,0.35189,3.23381,0.63578,3.2146099,0.63199997,1.1882985,2.5549212,False,0.0
144,MWG,dynamic,3.0,3.37502,2.87246,3.92519,-0.55017996,0.114709996,0.56201,0.14318,0.55017996,0.14017,3.1609738,3.566094,False,0.78999996
144,MWG,stochastic,3.0,4.43427,4.25448,5.08639,-0.65212,0.35042,0.74030995,0.14555,0.66423,0.13058999,3.7581553,5.1576214,True,0.81
144,MWG_rep,dynamic,3.0,3.3567,2.82895,3.92519,-0.5685,0.095709994,0.5765,0.14687,0.5685,0.14483,3.1731822,3.5455005,False,0.562
144,MWG_rep,stochastic,3.0,4.3477798,4.20952,5.08639,-0.73862,0.31836998,0.80430996,0.15812999,0.74136,0.14575,3.7157357,4.983938,False,0.856
150,true_net,dynamic,3.5,3.9099598,3.3716998,3.92519,-0.01523,0.01272,0.01984,0.00505,0.016649999,0.0042399997,3.884902,3.9349518,True,1.0
150,true_net,stoch,3.5,5.06693,4.901,5.08639,-0.01946,0.0166,0.02558,0.0050299997,0.02141,0.00421,5.0341396,5.0994086,True,1.0
150,obs_net,dynamic,3.5,1.4716899,0.84665,3.92519,-2.4535,0.36170998,2.48002,0.63181996,2.4535,0.62507,0.7617727,2.1718023,False,0.0139999995
150,obs_net,stoch,3.5,1.7499,1.74375,5.08639,-3.33649,0.40519,3.3610098,0.66078,3.33649,0.65595996,0.9575177,2.532506,False,0.0
150,MWG,dynamic,3.5,3.40933,2.84754,3.92519,-0.51587,0.12890999,0.53173,0.13547,0.51587,0.13142,3.1965263,3.701126,False,0.76
150,MWG,stochastic,3.5,4.50102,4.31656,5.08639,-0.58537,0.36058998,0.68751997,0.13517,0.60336,0.11861999,3.7938344,5.2263536,True,0.854
150,MWG_rep,dynamic,3.5,3.30106,2.7237198,3.92519,-0.62413,0.11091,0.63391,0.16149999,0.62413,0.15901,3.1056178,3.5253494,False,0.486
150,MWG_rep,stochastic,3.5,4.28116,4.14721,5.08639,-0.80522996,0.31502,0.86465997,0.17,0.80651,0.15856,3.6671102,4.916807,False,0.79999995
175,true_net,dynamic,1.0,4.5935698,4.1388197,4.60462,-0.01105,0.01542,0.01897,0.0041199997,0.015339999,0.00333,4.56306,4.6241145,True,1.0
175,true_net,stoch,1.0,5.35596,5.12212,5.36887,-0.01291,0.017959999,0.022119999,0.0041199997,0.017889999,0.00333,5.3204255,5.391555,True,1.0
175,obs_net,dynamic,1.0,1.9374399,1.05634,4.60462,-2.6671798,0.20706,2.6752,0.58098,2.6671798,0.57923996,1.5296767,2.3397086,False,0.007999999
175,obs_net,stoch,1.0,2.24219,2.20784,5.36887,-3.12668,0.23631999,3.1355999,0.58403,3.12668,0.58237,1.7762496,2.6998162,False,0.0019999999
175,MWG,dynamic,1.0,-0.59098,-1.3043699,4.60462,-5.1956,0.18854,5.19902,1.12909,5.1956,1.12835,-0.92484707,-0.20189787,False,0.0
175,MWG,stochastic,1.0,-0.71695995,-0.86069995,5.36887,-6.0858297,0.28917998,6.0927,1.13482,6.0858297,1.1335399,-1.2845142,-0.16976593,False,0.0
175,MWG_rep,dynamic,1.0,4.48168,3.9468198,4.60462,-0.12294,0.108789995,0.16416,0.03565,0.13791999,0.029949998,4.2757096,4.699783,True,0.774
175,MWG_rep,stochastic,1.0,5.17235,5.00067,5.36887,-0.19653,0.38013998,0.42793998,0.07971,0.33591,0.06257,4.3759694,5.8789897,True,0.982
181,true_net,dynamic,1.5,4.59332,4.13854,4.60462,-0.011299999,0.01528,0.019,0.00413,0.015339999,0.00333,4.5631557,4.623164,True,1.0
181,true_net,stoch,1.5,5.35567,5.12187,5.36887,-0.0132,0.0178,0.02216,0.00413,0.01788,0.00333,5.320574,5.390429,True,1.0
181,obs_net,dynamic,1.5,1.5958999,0.71718997,4.60462,-3.00872,0.22822,3.01736,0.65529,3.00872,0.65340996,1.1422334,2.041208,False,0.0039999997
181,obs_net,stoch,1.5,1.83662,1.8219999,5.36887,-3.53225,0.25401,3.54137,0.65961,3.53225,0.65791,1.3333676,2.3322804,False,0.0
181,MWG,dynamic,1.5,4.4874,4.05091,4.60462,-0.11721,0.15525,0.19453,0.04225,0.15519999,0.03371,4.1857266,4.768945,True,0.87799996
181,MWG,stochastic,1.5,5.17303,4.99937,5.36887,-0.19585,0.40002,0.44539,0.082959995,0.3543,0.06599,4.3593907,5.9508033,True,0.982
