idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
6_0_0,true_net,dynamic,1.0,4.3420897,3.82261,4.34345,-0.00136,0.0156,0.01566,0.00361,0.00514,0.0011,4.3113394,4.372972,True,1.0,0.26263905
6_0_0,true_net,stoch,1.0,5.1728,4.9667397,5.17444,-0.00163,0.01857,0.018649999,0.0036,0.00174,0.00036,5.136179,5.2095923,True,1.0,0.26263905
6_0_0,obs_net,dynamic,1.0,2.09298,1.2188,4.34345,-2.25047,0.17524,2.2572799,0.5197,2.25051,0.54591,1.7471039,2.4397974,False,0.012,5.2480364
6_0_0,obs_net,stoch,1.0,2.4194798,2.3691099,5.17444,-2.7549598,0.19666,2.76197,0.53376997,2.7549598,0.52059996,2.0316916,2.8083475,False,0.0,5.2480364
6_0_0,MWG,dynamic,1.0,10.35755,9.82172,4.34345,6.0141096,0.52554,6.0370197,1.38992,6.0141096,1.7245699,9.517772,11.361802,False,0.0,10.816683
6_0_0,MWG,stoch,1.0,12.30302,12.216459,5.17444,7.1285796,1.02801,7.2023296,1.39191,7.1285896,1.43389,10.273994,14.333728,False,0.0,10.816683
6_0_0,MWG_rep,dynamic,1.0,-0.39201,-0.99494,4.34345,-4.73545,0.36466998,4.74948,1.09348,4.73545,1.23966,-0.944767,0.35615936,False,0.0,8.6057415
6_0_0,MWG_rep,stoch,1.0,-0.45477998,-0.57196,5.17444,-5.62921,0.47313,5.64906,1.09172,5.62921,1.10328,-1.2461046,0.465663,False,0.0,8.6057415
6_0_1,true_net,dynamic,1.5,4.34193,3.8225598,4.34345,-0.0015199999,0.01536,0.01543,0.00355,0.00527,0.0011199999,4.3117695,4.3715296,True,1.0,0.26600933
6_0_1,true_net,stoch,1.5,5.17261,4.9666,5.17444,-0.00182,0.01829,0.01838,0.00355,0.0018999999,0.0004,5.136674,5.2078485,True,1.0,0.26600933
