idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
20_0_0,true_net,dynamic,1.0,4.36796,3.95612,4.34898,0.01898,0.01528,0.02437,0.0056,0.019159999,0.0053,4.3371487,4.3970156,True,1.0,0.3027405
20_0_0,true_net,stoch,1.0,5.21904,4.99297,5.1960297,0.023009999,0.01833,0.02942,0.00566,0.023009999,0.00434,5.182157,5.2537894,True,1.0,0.3027405
20_0_0,obs_net,dynamic,1.0,2.01661,1.12482,4.34898,-2.33237,0.18095,2.33938,0.53791,2.3325999,0.56693,1.6628613,2.3702333,False,0.0139999995,5.5306797
20_0_0,obs_net,stoch,1.0,2.30667,2.26581,5.1960297,-2.88936,0.20267,2.8964598,0.55744,2.88936,0.54499,1.9098649,2.7017517,False,0.0,5.5306797
20_0_0,MWG,dynamic,1.0,-1.0166299,-1.69979,4.34898,-5.3656096,0.282,5.3730197,1.2354699,5.3656096,1.42072,-1.5251536,-0.66372806,False,0.0,9.50077
20_0_0,MWG,stoch,1.0,-1.15117,-1.2770799,5.1960297,-6.3472,0.39078,6.35922,1.22386,6.3472,1.2457199,-1.9095973,-0.5271609,False,0.0,9.50077
20_0_0,MWG_rep,dynamic,1.0,-0.52757996,-1.11044,4.34898,-4.8765597,0.42193,4.8947797,1.1255,4.8765597,1.27923,-1.223479,0.18606833,False,0.0,8.777673
20_0_0,MWG_rep,stoch,1.0,-0.58414,-0.60599,5.1960297,-5.78017,0.50565,5.80225,1.11667,5.78017,1.1285499,-1.483707,0.257526,False,0.0,8.777673
20_0_1,true_net,dynamic,1.5,4.36827,3.95638,4.34898,0.01929,0.014889999,0.02437,0.0056,0.019439999,0.00536,4.339518,4.3976216,True,1.0,0.3039545
20_0_1,true_net,stoch,1.5,5.21942,4.99328,5.1960297,0.02338,0.01786,0.02942,0.00566,0.02338,0.00441,5.185008,5.2546253,True,1.0,0.3039545
20_0_1,obs_net,dynamic,1.5,1.4609,0.56722,4.34898,-2.88808,0.21408999,2.896,0.6659,2.88808,0.71522,1.0444697,1.8749307,False,0.0,6.363847
20_0_1,obs_net,stoch,1.5,1.6730299,1.65991,5.1960297,-3.523,0.23337999,3.53072,0.6795,3.523,0.66905,1.219952,2.1242998,False,0.0,6.363847
20_0_1,MWG,dynamic,1.5,3.8599398,3.4435198,4.34898,-0.48904,0.12329999,0.50434,0.11597,0.69734,0.17312999,3.5975342,4.08082,False,0.802,1.8826951
20_0_1,MWG,stoch,1.5,4.6226597,4.43635,5.1960297,-0.57337,0.37671,0.68605,0.13203,0.59028,0.11092,3.913401,5.3991666,True,0.90599996,1.8826951
20_0_1,MWG_rep,dynamic,1.5,3.8310199,3.3792799,4.34898,-0.51796,0.11519,0.53060997,0.12201,0.69877,0.17401999,3.619938,4.054209,False,0.64599997,2.0155604
20_0_1,MWG_rep,stoch,1.5,4.60065,4.4471097,5.1960297,-0.59538,0.35167998,0.69149,0.13307999,0.61477,0.114209995,3.9313648,5.323373,True,0.942,2.0155604
20_0_2,true_net,dynamic,2.0,4.36756,3.95573,4.34898,0.01857,0.0152199995,0.024009999,0.0055199997,0.0188,0.00521,4.337633,4.397453,True,1.0,0.300413
20_0_2,true_net,stoch,2.0,5.2185597,4.99248,5.1960297,0.022529999,0.01826,0.029,0.0055799996,0.022529999,0.0042499998,5.182643,5.2544904,True,1.0,0.300413
20_0_2,obs_net,dynamic,2.0,1.43053,0.59189,4.34898,-2.9184499,0.27508,2.93138,0.67403996,2.9184499,0.722,0.89086413,1.9613552,False,0.0,6.5237646
20_0_2,obs_net,stoch,2.0,1.63422,1.6250399,5.1960297,-3.5618198,0.29577,3.57408,0.68785,3.5618198,0.67653996,1.052593,2.2054718,False,0.0,6.5237646
20_0_2,MWG,dynamic,2.0,4.90367,4.4313197,4.34898,0.55469,0.12596999,0.56881,0.13079,0.77634,0.23954,4.631264,5.127508,False,0.75799996,2.3943288
20_0_2,MWG,stoch,2.0,5.81904,5.6465397,5.1960297,0.62301,0.44614998,0.76628,0.14747,0.66065997,0.13741,4.977146,6.7419343,True,0.90999997,2.3943288
20_0_2,MWG_rep,dynamic,2.0,3.9068398,3.40688,4.34898,-0.44213998,0.10929,0.45545,0.104729995,0.69539,0.17892,3.6827824,4.105688,False,0.68799996,2.0626676
20_0_2,MWG_rep,stoch,2.0,4.6781,4.5219097,5.1960297,-0.51794,0.33628,0.61753,0.11885,0.55895996,0.10336,4.0237865,5.3708844,True,0.936,2.0626676
20_0_3,true_net,dynamic,2.5,4.36803,3.9561799,4.34898,0.01904,0.014909999,0.02419,0.00556,0.01922,0.00531,4.338664,4.396687,True,1.0,0.30053595
20_0_3,true_net,stoch,2.5,5.21912,4.99303,5.1960297,0.02309,0.017889999,0.02921,0.00562,0.02309,0.0043599997,5.1839104,5.253535,True,1.0,0.30053595
20_0_3,obs_net,dynamic,2.5,1.19641,0.42258,4.34898,-3.15257,0.3475,3.17166,0.72929,3.15257,0.78518,0.52078134,1.870131,False,0.0,6.8857827
20_0_3,obs_net,stoch,2.5,1.38464,1.3841599,5.1960297,-3.81139,0.37645,3.8299398,0.73709,3.81139,0.72585,0.6529143,2.1151323,False,0.0,6.8857827
20_0_3,MWG,dynamic,2.5,3.6385798,3.1777399,4.34898,-0.71041,0.12152,0.72073,0.16572,0.83142,0.20009999,3.4346015,3.9112885,False,0.75,2.2818968
20_0_3,MWG,stoch,2.5,4.32873,4.13371,5.1960297,-0.8673,0.33865,0.93106997,0.17919,0.87118995,0.16466999,3.6767724,5.043067,False,0.622,2.2818968
20_0_3,MWG_rep,dynamic,2.5,3.62414,3.01458,4.34898,-0.72484,0.118559994,0.73447996,0.16888,0.86937,0.21426,3.40165,3.8472705,False,0.534,2.4536085
20_0_3,MWG_rep,stoch,2.5,4.3112597,4.16791,5.1960297,-0.88477,0.32703,0.94328,0.18154,0.89807,0.16707,3.6878242,4.9880238,False,0.75799996,2.4536085
20_0_4,true_net,dynamic,3.0,4.36829,3.9562998,4.34898,0.01931,0.015149999,0.02454,0.0056399996,0.01945,0.00536,4.3386908,4.3984213,True,1.0,0.30002144
20_0_4,true_net,stoch,3.0,5.21943,4.99333,5.1960297,0.0234,0.01817,0.02963,0.0056999996,0.0234,0.0044199997,5.18391,5.2554083,True,1.0,0.30002144
20_0_4,obs_net,dynamic,3.0,1.06234,0.34298998,4.34898,-3.28664,0.42205998,3.3136299,0.76193,3.28664,0.82254,0.23861738,1.8939046,False,0.0,7.127531
20_0_4,obs_net,stoch,3.0,1.24008,1.23478,5.1960297,-3.9559598,0.46322,3.98298,0.76654,3.9559598,0.75446,0.33621964,2.1497302,False,0.0,7.127531
20_0_4,MWG,dynamic,3.0,3.65749,3.2168,4.34898,-0.69149,0.1344,0.70443,0.16198,0.83509,0.20319,3.4235847,3.9444113,False,0.768,2.341282
20_0_4,MWG,stoch,3.0,4.31942,4.1240897,5.1960297,-0.87661,0.37564,0.95369995,0.18354,0.88124996,0.16670999,3.6127453,5.109187,False,0.654,2.341282
20_0_4,MWG_rep,dynamic,3.0,4.54356,4.01712,4.34898,0.19457999,0.14513999,0.24274999,0.05582,0.6009,0.18207,4.26785,4.815871,True,0.752,2.311697
20_0_4,MWG_rep,stoch,3.0,5.36055,5.18784,5.1960297,0.16452,0.38671,0.42025,0.08088,0.38221,0.078219995,4.614412,6.172566,True,0.98399997,2.311697
20_0_5,true_net,dynamic,3.5,4.36821,3.9564998,4.34898,0.019229999,0.015029999,0.02441,0.00561,0.019399999,0.00536,4.3391,4.397613,True,1.0,0.30114493
20_0_5,true_net,stoch,3.5,5.21934,4.99328,5.1960297,0.02331,0.018029999,0.029469999,0.00567,0.02331,0.0044,5.1845026,5.254631,True,1.0,0.30114493
20_0_5,obs_net,dynamic,3.5,0.91005,0.25116998,4.34898,-3.4389298,0.5162,3.47746,0.7996,3.4389298,0.86546,-0.10069429,1.9271673,False,0.0,7.3714113
20_0_5,obs_net,stoch,3.5,1.07147,1.06937,5.1960297,-4.12456,0.5736,4.16425,0.80143,4.12456,0.78787,-0.05117256,2.2014308,False,0.0,7.3714113
20_0_5,MWG,dynamic,3.5,4.01659,3.56471,4.34898,-0.33238998,0.12682,0.35575998,0.0818,0.65954,0.174,3.799377,4.2708187,False,0.844,1.8311144
20_0_5,MWG,stoch,3.5,4.76815,4.59403,5.1960297,-0.42788,0.36451998,0.5621,0.108179994,0.49186,0.09045,4.077331,5.529629,True,0.90999997,1.8311144
20_0_5,MWG_rep,dynamic,3.5,3.68259,3.12708,4.34898,-0.66639,0.10824,0.67513,0.15524,0.83603,0.20353,3.4732542,3.895414,False,0.51,2.3241076
20_0_5,MWG_rep,stoch,3.5,4.39811,4.27769,5.1960297,-0.79792,0.31098,0.85638,0.16481,0.81785,0.15097,3.8021827,5.0377913,False,0.82799995,2.3241076
20_1_0,true_net,dynamic,1.0,4.2150497,3.68274,4.2041,0.01095,0.01267,0.01674,0.00398,0.01095,0.0026999998,4.1905193,4.2398667,True,1.0,0.28128812
20_1_0,true_net,stoch,1.0,5.1763897,4.91987,5.16289,0.013499999,0.01565,0.020669999,0.0039999997,0.013499999,0.0026099999,5.1460557,5.206991,True,1.0,0.28128812
20_1_0,obs_net,dynamic,1.0,1.7193199,0.78844,4.2041,-2.4847798,0.16691999,2.49038,0.59237,2.48508,0.63508,1.3956665,2.0384955,False,0.0039999997,5.9145203
20_1_0,obs_net,stoch,1.0,2.0353498,2.00503,5.16289,-3.1275399,0.19709,3.13374,0.60697997,3.1275399,0.59501,1.6529341,2.4122226,False,0.0,5.9145203
20_1_0,MWG,dynamic,1.0,3.91941,3.4094,4.2041,-0.28469,0.102,0.30241,0.07193,0.57956,0.15794,3.744699,4.1295657,False,0.85999995,1.5859408
20_1_0,MWG,stoch,1.0,4.8484597,4.65978,5.16289,-0.31441998,0.36402,0.48101,0.093169995,0.38571,0.07329,4.1471176,5.5849695,True,0.996,1.5859408
20_1_0,MWG_rep,dynamic,1.0,-0.46923998,-1.10289,4.2041,-4.67334,0.30663,4.6833897,1.11401,4.67334,1.27205,-0.8366714,0.19238143,False,0.0,9.111143
20_1_0,MWG_rep,stoch,1.0,-0.51104,-0.65137,5.16289,-5.6739297,0.35452,5.68499,1.10113,5.6739297,1.1161699,-1.069485,0.24023448,False,0.0,9.111143
20_1_1,true_net,dynamic,1.5,4.21498,3.68256,4.2041,0.01088,0.01266,0.016689999,0.00397,0.01088,0.00269,4.190277,4.2399836,True,1.0,0.28364214
20_1_1,true_net,stoch,1.5,5.17631,4.91982,5.16289,0.01342,0.01565,0.02061,0.00399,0.01342,0.00259,5.145742,5.2072477,True,1.0,0.28364214
20_1_1,obs_net,dynamic,1.5,1.4689,0.5363,4.2041,-2.7352,0.19635,2.74224,0.65228,2.7352,0.70544,1.0784178,1.8549372,False,0.0019999999,6.4302173
20_1_1,obs_net,stoch,1.5,1.72024,1.70749,5.16289,-3.4426498,0.22299999,3.4498599,0.66819996,3.4426498,0.65718997,1.2772837,2.1589823,False,0.0,6.4302173
20_1_1,MWG,dynamic,1.5,0.045369998,0.0077299997,4.2041,-4.15873,0.0,4.15873,0.98920995,4.15873,0.99167997,0.045371547,0.04537576,False,0.0,5.1218095
20_1_1,MWG,stoch,1.5,0.054029997,0.053439997,5.16289,-5.10886,0.00062999997,5.10886,0.98952997,5.10885,0.98917997,0.052781615,0.055314124,False,0.0,5.1218095
20_1_1,MWG_rep,dynamic,1.5,3.73504,3.15329,4.2041,-0.46905997,0.10369,0.48038,0.114259996,0.68733,0.17902,3.5260584,3.932287,False,0.694,2.1205127
20_1_1,MWG_rep,stoch,1.5,4.55022,4.39154,5.16289,-0.61267,0.32987,0.69583,0.13476999,0.64059997,0.11933,3.9221802,5.2038116,True,0.90599996,2.1205127
20_1_2,true_net,dynamic,2.0,4.2150598,3.6824698,4.2041,0.01096,0.0127799995,0.01683,0.0039999997,0.01096,0.0026999998,4.1901183,4.2399464,True,1.0,0.28647885
20_1_2,true_net,stoch,2.0,5.1763997,4.91994,5.16289,0.01351,0.015789999,0.020779999,0.00403,0.01352,0.0026099999,5.1454806,5.207166,True,1.0,0.28647885
20_1_2,obs_net,dynamic,2.0,1.44413,0.57506,4.2041,-2.75997,0.25849998,2.77205,0.65937,2.75997,0.71062,0.936744,1.9522979,False,0.0019999999,6.598492
20_1_2,obs_net,stoch,2.0,1.68667,1.67829,5.16289,-3.4762099,0.28977,3.4882698,0.67564,3.4762099,0.66378,1.1175386,2.256192,False,0.0,6.598492
20_1_2,MWG,dynamic,2.0,3.42241,2.94294,4.2041,-0.78169,0.14422,0.79489,0.18907,0.88307,0.22625999,3.1611876,3.7476192,False,0.752,2.689266
20_1_2,MWG,stoch,2.0,4.26113,4.0633597,5.16289,-0.90176,0.37752,0.9776,0.18935,0.90395,0.17265,3.555335,5.028768,False,0.664,2.689266
20_1_2,MWG_rep,dynamic,2.0,3.62688,3.0238,4.2041,-0.57721996,0.08999,0.58419,0.13896,0.78200996,0.20452,3.4542367,3.8095338,False,0.536,2.3411245
20_1_2,MWG_rep,stoch,2.0,4.38842,4.2391,5.16289,-0.77447,0.3171,0.83686996,0.16208999,0.79102,0.14794,3.7761886,5.0356154,False,0.82799995,2.3411245
20_1_3,true_net,dynamic,2.5,4.21498,3.68241,4.2041,0.01088,0.01282,0.01681,0.0039999997,0.01088,0.00268,4.1903906,4.2401905,True,1.0,0.27752388
20_1_3,true_net,stoch,2.5,5.1763,4.91984,5.16289,0.01342,0.01584,0.02076,0.00402,0.01342,0.00259,5.1459236,5.2074723,True,1.0,0.27752388
20_1_3,obs_net,dynamic,2.5,1.3723899,0.56393,4.2041,-2.8317199,0.33368,2.85131,0.67822,2.8317199,0.73045,0.71711606,2.031896,False,0.0039999997,6.7856193
20_1_3,obs_net,stoch,2.5,1.60487,1.59794,5.16289,-3.5580199,0.37223998,3.57744,0.69290996,3.5580199,0.68002,0.874267,2.3404603,False,0.0,6.7856193
20_1_3,MWG,dynamic,2.5,4.1957297,3.62537,4.2041,-0.00837,0.12745,0.12773,0.03038,0.6003,0.17165999,3.9457037,4.4480753,True,0.85999995,1.8526319
20_1_3,MWG,stoch,2.5,5.09557,4.90856,5.16289,-0.06732,0.39600998,0.40168998,0.0778,0.32704,0.06405,4.3452787,5.881798,True,0.982,1.8526319
20_1_3,MWG_rep,dynamic,2.5,3.58861,2.9598799,4.2041,-0.61548996,0.09462,0.62272996,0.14812,0.82593,0.21732,3.4053752,3.7759428,False,0.536,2.436586
20_1_3,MWG_rep,stoch,2.5,4.37869,4.23865,5.16289,-0.78419,0.31241,0.84413,0.1635,0.81596,0.15235999,3.786882,5.001207,False,0.81,2.436586
20_1_4,true_net,dynamic,3.0,4.21509,3.6827798,4.2041,0.010989999,0.012639999,0.01675,0.00398,0.010989999,0.00272,4.190266,4.2398567,True,1.0,0.28145272
20_1_4,true_net,stoch,3.0,5.17644,4.91992,5.16289,0.01356,0.01563,0.02069,0.00401,0.01356,0.00262,5.1456,5.207112,True,1.0,0.28145272
20_1_4,obs_net,dynamic,3.0,1.2825899,0.54216,4.2041,-2.92151,0.41491,2.95082,0.70189,2.92151,0.75605,0.4686574,2.0764456,False,0.0039999997,6.9818172
20_1_4,obs_net,stoch,3.0,1.5052099,1.5037,5.16289,-3.65767,0.46324998,3.68689,0.71410996,3.65767,0.69992995,0.5946791,2.3904414,False,0.0,6.9818172
20_1_4,MWG,dynamic,3.0,3.9777699,3.4140298,4.2041,-0.22633,0.138,0.26508,0.06305,0.61202997,0.17007999,3.730245,4.2348924,True,0.84599996,1.9074097
20_1_4,MWG,stoch,3.0,4.84199,4.65101,5.16289,-0.3209,0.37008,0.48983,0.09487,0.42012998,0.07869,4.139573,5.581419,True,0.93399996,1.9074097
20_1_4,MWG_rep,dynamic,3.0,3.90127,3.32265,4.2041,-0.30282998,0.11868,0.32525998,0.077369995,0.62707996,0.16939,3.6819825,4.140715,False,0.70199996,2.1572046
20_1_4,MWG_rep,stoch,3.0,4.76654,4.60202,5.16289,-0.39635,0.35017,0.52888,0.10244,0.50690997,0.094749995,4.09324,5.4741864,True,0.946,2.1572046
