idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
26_0_0,true_net,dynamic,1.0,3.7256398,3.2675,3.7295098,-0.00388,0.01079,0.01146,0.0030699999,0.00388,0.00098,3.704808,3.7463195,True,1.0,0.26088637
26_0_0,true_net,stoch,1.0,5.45958,5.2887096,5.46524,-0.00566,0.01585,0.01683,0.00308,0.00566,0.00104,5.4289436,5.490033,True,1.0,0.26088637
26_0_0,obs_net,dynamic,1.0,1.5176799,0.74075997,3.7295098,-2.21183,0.16567999,2.21803,0.59472,2.21183,0.63510996,1.194321,1.8458725,False,0.0019999999,6.2956524
26_0_0,obs_net,stoch,1.0,2.07084,2.03895,5.46524,-3.3944,0.21213,3.4010298,0.62229997,3.3944,0.61118,1.6584858,2.4930437,False,0.0,6.2956524
26_0_0,MWG,dynamic,1.0,3.6645598,3.0256898,3.7295098,-0.06495,0.08951,0.110589996,0.029649999,0.52792,0.1688,3.5114853,3.8599713,True,0.82,2.3061101
26_0_0,MWG,stoch,1.0,5.34438,5.13329,5.46524,-0.120859995,0.36802998,0.38737,0.070879996,0.33754998,0.06252,4.6192894,6.1058784,True,0.986,2.3061101
26_0_0,MWG_rep,dynamic,1.0,10.44037,9.79276,3.7295098,6.71086,0.39152998,6.72228,1.80245,6.71086,2.25525,9.65635,11.270431,False,0.0,14.641416
26_0_0,MWG_rep,stoch,1.0,14.913019,14.77709,5.46524,9.44778,1.13111,9.51525,1.74105,9.44778,1.79484,12.740761,17.297314,False,0.0,14.641416
26_0_1,true_net,dynamic,1.5,3.72575,3.2677999,3.7295098,-0.0037699998,0.01069,0.01133,0.0030399999,0.0037699998,0.00093,3.705012,3.747136,True,1.0,0.25754797
26_0_1,true_net,stoch,1.5,5.4597497,5.28898,5.46524,-0.0055,0.0157,0.01664,0.0030399999,0.00549,0.00101,5.4293756,5.4911504,True,1.0,0.25754797
26_0_1,obs_net,dynamic,1.5,1.11083,0.3414,3.7295098,-2.61868,0.17909999,2.62479,0.70379,2.61868,0.76434,0.76039314,1.459754,False,0.0,7.0756683
26_0_1,obs_net,stoch,1.5,1.54636,1.5380399,5.46524,-3.91888,0.22371,3.9252598,0.71822,3.91888,0.70904,1.1076679,1.9813304,False,0.0,7.0756683
26_0_1,MWG,dynamic,1.5,3.3704698,2.82148,3.7295098,-0.35904,0.07932,0.36769998,0.098589994,0.61829,0.18606,3.2168236,3.5234103,False,0.83599997,2.0334876
26_0_1,MWG,stoch,1.5,4.92258,4.73041,5.46524,-0.54266,0.35198998,0.64682,0.11835,0.57725,0.1024,4.2402,5.6579237,True,0.91999996,2.0334876
26_0_1,MWG_rep,dynamic,1.5,3.5321,2.9437199,3.7295098,-0.19742,0.091299996,0.2175,0.058319997,0.60519,0.18932,3.3560264,3.70332,False,0.67399997,2.0689547
26_0_1,MWG_rep,stoch,1.5,5.15378,4.97608,5.46524,-0.31146,0.38643998,0.49633,0.09082,0.43995,0.07871,4.429162,5.9453297,True,0.986,2.0689547
26_0_2,true_net,dynamic,2.0,3.72572,3.26768,3.7295098,-0.00379,0.01065,0.011299999,0.00303,0.00379,0.00094,3.704892,3.746681,True,1.0,0.26077828
26_0_2,true_net,stoch,2.0,5.4597096,5.28892,5.46524,-0.0055299997,0.01565,0.0166,0.0030399999,0.0055299997,0.00102,5.429158,5.490443,True,1.0,0.26077828
26_0_2,obs_net,dynamic,2.0,1.13546,0.39867,3.7295098,-2.59405,0.22709,2.60397,0.69821,2.59405,0.75516,0.69689816,1.5804358,False,0.0,7.156414
