idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
23_0_0,true_net,dynamic,1.0,3.77679,3.2398,3.7700899,0.0067,0.01318,0.01478,0.00392,0.0067,0.0012899999,3.750687,3.8027642,True,1.0,0.26039803
23_0_0,true_net,stoch,1.0,5.2813897,5.07518,5.2722697,0.00912,0.01856,0.02068,0.00392,0.00912,0.00177,5.244595,5.317917,True,1.0,0.26039803
23_0_0,obs_net,dynamic,1.0,1.8176199,0.93902,3.7700899,-1.95247,0.1651,1.95944,0.51973,1.95575,0.56312,1.4973826,2.1409428,False,0.024,5.465517
23_0_0,obs_net,stoch,1.0,2.3813899,2.3399,5.2722697,-2.8908799,0.20928,2.89844,0.54975,2.8908799,0.53647,1.9740957,2.791675,False,0.0,5.465517
23_0_0,MWG,dynamic,1.0,-0.14851,-0.58601,3.7700899,-3.9185998,0.48889998,3.9489799,1.04745,3.9185998,1.21076,-0.9372714,0.8105123,False,0.0,8.218806
23_0_0,MWG,stoch,1.0,-0.18775,-0.29714,5.2722697,-5.46002,0.69176996,5.5036697,1.04389,5.46002,1.04791,-1.4184389,1.1013017,False,0.0,8.218806
23_0_0,MWG_rep,dynamic,1.0,3.54224,2.93865,3.7700899,-0.22784999,0.08368,0.24272999,0.06438,0.53630996,0.16806999,3.3689382,3.7037008,False,0.72999996,1.9004775
23_0_0,MWG_rep,stoch,1.0,4.9200797,4.7550797,5.2722697,-0.35219,0.34787,0.49503,0.09389,0.42303,0.07808,4.1907744,5.589684,True,0.996,1.9004775
23_0_1,true_net,dynamic,1.5,3.77678,3.23992,3.7700899,0.0066899997,0.012999999,0.01462,0.00388,0.0066899997,0.0012899999,3.751667,3.802424,True,1.0,0.26025003
23_0_1,true_net,stoch,1.5,5.2813797,5.07501,5.2722697,0.00911,0.01831,0.02045,0.00388,0.00911,0.00177,5.2459235,5.3174505,True,1.0,0.26025003
23_0_1,obs_net,dynamic,1.5,1.36983,0.50308,3.7700899,-2.40026,0.19026999,2.40779,0.63865995,2.4006798,0.70069,1.0022117,1.7481595,False,0.006,6.228529
23_0_1,obs_net,stoch,1.5,1.7924999,1.7788,5.2722697,-3.47977,0.23065,3.4873998,0.66146,3.47977,0.65032,1.3465302,2.2533212,False,0.0,6.228529
23_0_1,MWG,dynamic,1.5,0.35077,0.05875,3.7700899,-3.4193199,2e-05,3.4193199,0.90695995,3.4193199,0.93162996,0.35065192,0.3507785,False,0.0,5.293785
23_0_1,MWG,stoch,1.5,0.47482,0.47206998,5.2722697,-4.79745,0.0054699997,4.79745,0.90994,4.79745,0.90691996,0.4642272,0.48504764,False,0.0,5.293785
23_0_1,MWG_rep,dynamic,1.5,3.4024398,2.77134,3.7700899,-0.36765,0.111999996,0.38433,0.10194,0.60946,0.18486999,3.1732137,3.612471,False,0.718,2.1464443
23_0_1,MWG_rep,stoch,1.5,4.76112,4.59224,5.2722697,-0.51115,0.3464,0.61746997,0.11712,0.5513,0.10013,4.0687027,5.4210644,True,0.95199996,2.1464443
23_0_2,true_net,dynamic,2.0,3.7768898,3.24012,3.7700899,0.0067999996,0.012739999,0.01444,0.0038299998,0.0067999996,0.0013199999,3.7517378,3.8019128,True,1.0,0.26066577
23_0_2,true_net,stoch,2.0,5.28154,5.0752397,5.2722697,0.009269999,0.01794,0.0202,0.0038299998,0.009269999,0.0018,5.2460837,5.3166785,True,1.0,0.26066577
23_0_2,obs_net,dynamic,2.0,1.29908,0.4734,3.7700899,-2.47101,0.22925,2.4816198,0.65823996,2.47102,0.7206,0.84448814,1.7409389,False,0.0039999997,6.4472704
23_0_2,obs_net,stoch,2.0,1.7019199,1.69773,5.2722697,-3.57035,0.27471,3.58091,0.6792,3.57035,0.66780996,1.155935,2.2312114,False,0.0,6.4472704
23_0_2,MWG,dynamic,2.0,0.22244999,0.01826,3.7700899,-3.5476398,1e-05,3.5476398,0.941,3.5476398,0.95948,0.22243446,0.22247098,False,0.0,9.394218
23_0_2,MWG,stoch,2.0,0.30223998,0.30209,5.2722697,-4.97003,0.00171,4.97003,0.94267,4.97004,0.94101995,0.2988003,0.3057507,False,0.0,9.394218
23_0_2,MWG_rep,dynamic,2.0,3.30831,2.71906,3.7700899,-0.46177998,0.09596,0.47164997,0.1251,0.6936,0.21366,3.1166956,3.490259,False,0.55799997,2.2294507
23_0_2,MWG_rep,stoch,2.0,4.62859,4.4913697,5.2722697,-0.64368,0.31691998,0.71747,0.13608,0.70049,0.12779,3.9881861,5.2408075,False,0.89199996,2.2294507
23_0_3,true_net,dynamic,2.5,3.7767498,3.23995,3.7700899,0.00666,0.012829999,0.014459999,0.0038299998,0.00666,0.0012899999,3.751469,3.8014061,True,1.0,0.25948027
23_0_3,true_net,stoch,2.5,5.2813396,5.07503,5.2722697,0.00907,0.01808,0.020229999,0.00384,0.00907,0.0017599999,5.2455826,5.3162274,True,1.0,0.25948027
23_0_3,obs_net,dynamic,2.5,1.26532,0.47928,3.7700899,-2.50477,0.28913,2.5214,0.66879,2.50477,0.73113996,0.696091,1.8291471,False,0.0039999997,6.5927014
23_0_3,obs_net,stoch,2.5,1.66272,1.6597899,5.2722697,-3.60955,0.34664,3.62615,0.68777996,3.60955,0.67542,0.97991985,2.3413484,False,0.0,6.5927014
23_0_3,MWG,dynamic,2.5,3.85797,3.2935798,3.7700899,0.08788,0.1157,0.14529,0.03854,0.60005,0.212,3.6345437,4.072828,True,0.88,1.6748656
23_0_3,MWG,stoch,2.5,5.3502297,5.16874,5.2722697,0.07796,0.39474,0.40236998,0.07632,0.3493,0.069359995,4.572338,6.132439,True,0.988,1.6748656
23_0_3,MWG_rep,dynamic,2.5,3.11342,2.4797099,3.7700899,-0.65667,0.08257,0.66183996,0.17555,0.78281,0.22525999,2.9487119,3.2738059,False,0.57199997,2.4922175
23_0_3,MWG_rep,stoch,2.5,4.32358,4.18423,5.2722697,-0.94869995,0.29303,0.99292,0.18833,0.95803,0.17519,3.728835,4.88995,False,0.644,2.4922175
23_0_4,true_net,dynamic,3.0,3.77669,3.23984,3.7700899,0.0066,0.01298,0.01456,0.0038599998,0.0066,0.0012599999,3.7518194,3.8018744,True,1.0,0.26009426
23_0_4,true_net,stoch,3.0,5.28125,5.07498,5.2722697,0.008979999,0.01829,0.02037,0.0038599998,0.008979999,0.00174,5.2462735,5.3167644,True,1.0,0.26009426
23_0_4,obs_net,dynamic,3.0,0.92561,0.16567,3.7700899,-2.84448,0.35073,2.86603,0.76019996,2.84448,0.84494,0.24532014,1.6075481,False,0.0019999999,7.104231
23_0_4,obs_net,stoch,3.0,1.25584,1.25858,5.2722697,-4.01643,0.42488998,4.03884,0.76605,4.01643,0.75492,0.43074334,2.0851617,False,0.0,7.104231
23_0_4,MWG,dynamic,3.0,3.85374,3.27033,3.7700899,0.08365,0.113199994,0.14074999,0.037329998,0.59892,0.20785,3.6310852,4.056264,True,0.824,2.0945995
23_0_4,MWG,stoch,3.0,5.3056397,5.11337,5.2722697,0.03337,0.37546,0.37693998,0.071499996,0.36319998,0.07143,4.5428104,6.032866,True,0.97999996,2.0945995
23_0_4,MWG_rep,dynamic,3.0,3.1736698,2.5539699,3.7700899,-0.59643,0.08362,0.60226,0.15975,0.74061,0.21572,3.0116558,3.3401983,False,0.608,2.4681401
