idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
18_0_0,true_net,dynamic,1.0,4.03637,3.59159,4.0338097,0.00256,0.01253,0.01279,0.00317,0.0040599997,0.0011999999,4.012228,4.0609565,True,1.0,0.28355086
18_0_0,true_net,stoch,1.0,5.02306,4.83637,5.0199,0.0031599998,0.015579999,0.015899999,0.00317,0.0031599998,0.00059999997,4.9930487,5.0536275,True,1.0,0.28355086
18_0_0,obs_net,dynamic,1.0,2.00942,1.0918,4.0338097,-2.02439,0.16761999,2.0313098,0.50356996,2.02708,0.53512996,1.6849202,2.3409224,False,0.027999999,5.3731236
18_0_0,obs_net,stoch,1.0,2.43205,2.3844,5.0199,-2.5878499,0.19676,2.59532,0.51701,2.5878499,0.50255996,2.05287,2.821676,False,0.0019999999,5.3731236
18_0_0,MWG,dynamic,1.0,-0.47476998,-1.24059,4.0338097,-4.5085797,0.21722,4.5138097,1.11899,4.5085797,1.2979,-0.881666,-0.056697764,False,0.0,8.954295
18_0_0,MWG,stoch,1.0,-0.58624,-0.67451,5.0199,-5.6061397,0.31340998,5.6148896,1.1185299,5.6061397,1.13456,-1.2295947,-0.012713812,False,0.0,8.954295
18_0_0,MWG_rep,dynamic,1.0,3.97083,3.3253498,4.0338097,-0.062979996,0.100049995,0.11823,0.02931,0.50815,0.15497999,3.7742834,4.1536207,True,0.78999996,2.2295413
18_0_0,MWG_rep,stoch,1.0,5.02383,4.8326397,5.0199,0.00393,0.37366,0.37368,0.074439995,0.29505,0.06107,4.294626,5.7428265,True,1.0,2.2295413
18_0_1,true_net,dynamic,1.5,4.0361,3.59126,4.0338097,0.00229,0.01227,0.01249,0.0030999999,0.00407,0.00118,4.0117226,4.0601954,True,1.0,0.28213271
18_0_1,true_net,stoch,1.5,5.02272,4.83605,5.0199,0.0028199998,0.01526,0.01552,0.00309,0.0028199998,0.00052999996,4.9924445,5.0526733,True,1.0,0.28213271
18_0_1,obs_net,dynamic,1.5,1.66176,0.76328,4.0338097,-2.37205,0.20005,2.38047,0.59013,2.37246,0.63238,1.2686526,2.0508814,False,0.007999999,6.013742
18_0_1,obs_net,stoch,1.5,1.9923699,1.9697,5.0199,-3.02753,0.22464,3.0358498,0.60476,3.02753,0.59117,1.5509164,2.4309423,False,0.0,6.013742
18_0_1,MWG,dynamic,1.5,-0.36273998,0.0033,4.0338097,-4.3965497,0.0,4.3965497,1.0899199,4.3965497,1.06129,-0.36273995,-0.36273554,False,0.0,5.9428506
18_0_1,MWG,stoch,1.5,-0.45404997,-0.45356,5.0199,-5.47395,0.00084999995,5.47395,1.0904499,5.47395,1.0933,-0.45578426,-0.45241582,False,0.0,5.9428506
18_0_1,MWG_rep,dynamic,1.5,3.81786,3.2256,4.0338097,-0.21595,0.09635,0.23647,0.05862,0.57102996,0.17295,3.6276166,3.9946415,False,0.77,2.0812824
18_0_1,MWG_rep,stoch,1.5,4.80203,4.63081,5.0199,-0.21787,0.34407,0.40725,0.08113,0.37072998,0.073419996,4.127016,5.4568863,True,0.98999995,2.0812824
18_0_2,true_net,dynamic,2.0,4.03622,3.59146,4.0338097,0.0023999999,0.01237,0.0126,0.00312,0.0041,0.00119,4.011602,4.060127,True,1.0,0.2810805
18_0_2,true_net,stoch,2.0,5.02287,4.8361597,5.0199,0.00297,0.015369999,0.01566,0.00312,0.00297,0.00055999996,4.992287,5.0525947,True,1.0,0.2810805
18_0_2,obs_net,dynamic,2.0,1.4376099,0.58116,4.0338097,-2.5962,0.25417,2.60862,0.64669,2.5962,0.69803,0.93862736,1.9376119,False,0.0039999997,6.438501
18_0_2,obs_net,stoch,2.0,1.73251,1.7235899,5.0199,-3.28738,0.27890998,3.2991898,0.65722,3.28738,0.64403,1.184453,2.275738,False,0.0,6.438501
18_0_2,MWG,dynamic,2.0,3.7087898,3.14732,4.0338097,-0.32503,0.11597,0.3451,0.085549995,0.63688,0.18085,3.4596703,3.945504,False,0.858,1.7525187
18_0_2,MWG,stoch,2.0,4.72244,4.53858,5.0199,-0.29746,0.36038,0.46728998,0.09309,0.40239,0.07801,4.0185924,5.417244,True,0.958,1.7525187
