idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist
7_0_0,true_net,dynamic,1.0,3.73909,3.19784,3.74152,-0.0024299999,0.013619999,0.013839999,0.0037,0.0092,0.0026699998,3.7124677,3.7654133,True,1.0,0.323961
7_0_0,true_net,stoch,1.0,4.8654,4.70753,4.8681197,-0.0027299998,0.017579999,0.017789999,0.00366,0.00284,0.00052999996,4.831029,4.8995457,True,1.0,0.323961
7_0_0,obs_net,dynamic,1.0,2.05616,1.22147,3.74152,-1.68535,0.16819,1.69372,0.45268,1.68742,0.47970998,1.7264463,2.3844926,False,0.046,4.770621
7_0_0,obs_net,stoch,1.0,2.6145399,2.55982,4.8681197,-2.2535899,0.204,2.2628,0.46482,2.2535899,0.45053998,2.2154217,3.013189,False,0.01,4.770621
7_0_0,MWG,dynamic,1.0,-0.79253,-1.52454,3.74152,-4.53404,0.16622,4.53709,1.2126299,4.53404,1.42486,-1.0998166,-0.4554762,False,0.0,9.112586
7_0_0,MWG,stoch,1.0,-1.11963,-1.24885,4.8681197,-5.98775,0.30021,5.99527,1.23154,5.98775,1.25243,-1.7097216,-0.5431803,False,0.0,9.112586
7_0_0,MWG_rep,dynamic,1.0,3.5325298,2.95907,3.74152,-0.20898,0.10001,0.23167999,0.06192,0.52064,0.16032,3.3340998,3.716876,False,0.73399997,1.826491
7_0_0,MWG_rep,stoch,1.0,4.5777097,4.42511,4.8681197,-0.29040998,0.35017,0.45492,0.093449995,0.37717998,0.07654,3.9009664,5.284236,True,0.99799997,1.826491
7_0_1,true_net,dynamic,1.5,3.73894,3.1977298,3.74152,-0.00257,0.01352,0.01377,0.0036799998,0.00918,0.00268,3.7115908,3.7649755,True,1.0,0.32204244
7_0_1,true_net,stoch,1.5,4.86521,4.70734,4.8681197,-0.0029199999,0.01747,0.01771,0.00364,0.0030099999,0.00055999996,4.8300157,4.898839,True,1.0,0.32204244
7_0_1,obs_net,dynamic,1.5,1.71909,0.8955,3.74152,-2.02243,0.20441,2.0327299,0.54328996,2.02243,0.58355,1.3195902,2.116038,False,0.0139999995,5.3823175
7_0_1,obs_net,stoch,1.5,2.18611,2.15752,4.8681197,-2.68201,0.24193,2.6929,0.55316997,2.68201,0.53953,1.7142379,2.6542845,False,0.0,5.3823175
7_0_1,MWG,dynamic,1.5,0.04595,0.02042,3.74152,-3.69556,0.0,3.69556,0.98771995,3.69556,0.98942995,0.045951203,0.045951203,False,0.0,5.748206
7_0_1,MWG,stoch,1.5,0.06242,0.062289998,4.8681197,-4.8057,0.00182,4.8057,0.98718,4.8057,0.9867,0.058929008,0.06598079,False,0.0,5.748206
7_0_1,MWG_rep,dynamic,1.5,3.6432,3.02319,3.74152,-0.09831,0.09953,0.1399,0.037389997,0.56916,0.18524,3.445449,3.8411255,True,0.77599996,1.7893097
7_0_1,MWG_rep,stoch,1.5,4.71893,4.57229,4.8681197,-0.14919,0.33209,0.36407,0.07479,0.34366,0.0708,4.053642,5.379577,True,0.996,1.7893097
7_0_2,true_net,dynamic,2.0,3.73891,3.19768,3.74152,-0.0026099999,0.01352,0.01377,0.0036799998,0.009149999,0.00268,3.712639,3.7653527,True,1.0,0.32551306
7_0_2,true_net,stoch,2.0,4.86516,4.70735,4.8681197,-0.00296,0.01747,0.017719999,0.00364,0.00305,0.00057,4.8312025,4.8992496,True,1.0,0.32551306
7_0_2,obs_net,dynamic,2.0,1.5825499,0.81444997,3.74152,-2.1589599,0.25531,2.174,0.58105,2.1589599,0.62315,1.0827647,2.0763543,False,0.0139999995,5.699824
7_0_2,obs_net,stoch,2.0,2.02266,2.0077899,4.8681197,-2.84546,0.30036,2.86127,0.58776,2.84546,0.57357,1.4370744,2.6031823,False,0.0,5.699824
7_0_2,MWG,dynamic,2.0,2.9865398,2.58585,3.74152,-0.75496995,0.10737,0.76256996,0.20380999,0.87608,0.25002998,2.7761047,3.1701257,False,0.774,3.4965594
7_0_2,MWG,stoch,2.0,3.64914,3.49155,4.8681197,-1.21898,0.34217,1.2660999,0.26007998,1.21898,0.25127998,2.9582355,4.283288,False,0.34,3.4965594
7_0_2,MWG_rep,dynamic,2.0,3.34281,2.78337,3.74152,-0.3987,0.08597,0.40787,0.109009996,0.66036,0.19847,3.18115,3.5195582,False,0.64,2.0445354
7_0_2,MWG_rep,stoch,2.0,4.2726398,4.13654,4.8681197,-0.59549,0.29424998,0.66422,0.13644,0.62628,0.12529999,3.673473,4.834291,False,0.91999996,2.0445354
7_0_3,true_net,dynamic,2.5,3.73889,3.19771,3.74152,-0.00263,0.01351,0.01376,0.0036799998,0.00923,0.0026999998,3.7121,3.765383,True,1.0,0.322485
7_0_3,true_net,stoch,2.5,4.86514,4.7073197,4.8681197,-0.0029799999,0.017439999,0.0177,0.00364,0.0030699999,0.00057,4.8305573,4.8994064,True,1.0,0.322485
7_0_3,obs_net,dynamic,2.5,1.69538,0.99584997,3.74152,-2.04614,0.32668,2.0720499,0.5538,2.0463998,0.58289,1.0572432,2.3282754,False,0.027999999,5.665733
7_0_3,obs_net,stoch,2.5,2.16577,2.15643,4.8681197,-2.70235,0.38884,2.73018,0.56083,2.70235,0.5432,1.4062449,2.919775,False,0.0,5.665733
7_0_3,MWG,dynamic,2.5,3.20762,2.67366,3.74152,-0.53389996,0.0805,0.53993,0.14431,0.71651,0.20818,3.0497208,3.3630064,False,0.81399995,2.3029132
7_0_3,MWG,stoch,2.5,4.06435,3.88344,4.8681197,-0.80377,0.35165998,0.87733996,0.18022,0.80811995,0.16401,3.3693235,4.745307,False,0.638,2.3029132
7_0_3,MWG_rep,dynamic,2.5,3.3650699,2.7846,3.74152,-0.37644,0.116749994,0.39413,0.10534,0.67184,0.20547,3.137942,3.5926368,False,0.678,2.062676
7_0_3,MWG_rep,stoch,2.5,4.30202,4.16276,4.8681197,-0.5661,0.30925,0.64506,0.13250999,0.61522996,0.122449994,3.678144,4.908508,True,0.89599997,2.062676
7_0_4,true_net,dynamic,3.0,3.73895,3.19764,3.74152,-0.00257,0.0137,0.01394,0.00372,0.00923,0.0026999998,3.7117102,3.765721,True,1.0,0.3242759
7_0_4,true_net,stoch,3.0,4.86521,4.70739,4.8681197,-0.00291,0.01769,0.01793,0.0036799998,0.003,0.00055999996,4.8300824,4.899885,True,1.0,0.3242759
7_0_4,obs_net,dynamic,3.0,1.6293399,0.97694,3.74152,-2.11217,0.41046,2.15169,0.57508,2.11217,0.60335,0.8306817,2.439728,False,0.049999997,5.8241053
7_0_4,obs_net,stoch,3.0,2.0966198,2.0887198,4.8681197,-2.7714999,0.49357,2.81511,0.57826996,2.7714999,0.55767,1.1356621,3.0698056,False,0.0,5.8241053
7_0_4,MWG,dynamic,3.0,3.7491598,3.2229998,3.74152,0.00764,0.20866999,0.20881,0.055809997,0.57592,0.19626999,3.3552382,4.128855,True,0.89599997,1.630072
7_0_4,MWG,stoch,3.0,4.82445,4.6496797,4.8681197,-0.04367,0.4043,0.40664998,0.08353,0.3021,0.06374,4.0705056,5.63736,True,0.99399996,1.630072
7_0_4,MWG_rep,dynamic,3.0,3.11268,2.54408,3.74152,-0.62882996,0.0963,0.63615996,0.17003,0.77467996,0.22196,2.9187353,3.2958195,False,0.55399996,2.2991626
7_0_4,MWG_rep,stoch,3.0,4.07338,3.9491398,4.8681197,-0.79473996,0.28708,0.84499997,0.17357999,0.81106997,0.16111,3.498128,4.6406713,False,0.806,2.2991626
7_0_5,true_net,dynamic,3.5,3.7391598,3.19798,3.74152,-0.00235,0.013549999,0.01376,0.0036799998,0.00916,0.00266,3.7120912,3.7647789,True,1.0,0.32230386
7_0_5,true_net,stoch,3.5,4.86549,4.70759,4.8681197,-0.00263,0.017509999,0.01771,0.00364,0.00275,0.00051,4.8304334,4.898476,True,1.0,0.32230386
7_0_5,obs_net,dynamic,3.5,1.13578,0.50942,3.74152,-2.6057298,0.49187,2.6517498,0.70874,2.6057298,0.76895,0.16538468,2.1221771,False,0.015999999,6.5299287
7_0_5,obs_net,stoch,3.5,1.5097,1.50041,4.8681197,-3.35842,0.60554,3.41257,0.701,3.35842,0.68149996,0.3162165,2.7206008,False,0.0,6.5299287
7_0_5,MWG,dynamic,3.5,3.4229698,2.8832898,3.74152,-0.31853998,0.14952,0.35189,0.09405,0.6234,0.19040999,3.1409152,3.755705,True,0.848,1.9658464
7_0_5,MWG,stoch,3.5,4.35255,4.18016,4.8681197,-0.51557,0.34671,0.62131,0.12763,0.54517,0.10883,3.6741657,5.0522065,True,0.868,1.9658464
7_0_5,MWG_rep,dynamic,3.5,3.3444,2.7379298,3.74152,-0.39711,0.11422,0.41320997,0.11044,0.65961,0.19919999,3.1315506,3.568727,False,0.664,2.1276305
7_0_5,MWG_rep,stoch,3.5,4.25834,4.11102,4.8681197,-0.60978,0.30842,0.68333995,0.14037,0.6401,0.12783,3.6497602,4.8569975,False,0.856,2.1276305
7_1_0,true_net,dynamic,1.0,4.63166,4.3206,4.62293,0.00873,0.0143099995,0.01676,0.00363,0.0091699995,0.00239,4.602904,4.659959,True,1.0,0.2562855
7_1_0,true_net,stoch,1.0,5.29548,5.0791597,5.28549,0.00999,0.01636,0.01917,0.00363,0.00999,0.00185,5.2625914,5.327829,True,1.0,0.2562855
7_1_0,obs_net,dynamic,1.0,1.57624,0.69218,4.62293,-3.0467,0.18633999,3.0523899,0.66027,3.0467,0.70056,1.2067238,1.9464426,False,0.0019999999,6.2669907
7_1_0,obs_net,stoch,1.0,1.8056799,1.7839099,5.28549,-3.47981,0.21438,3.48641,0.65962,3.47981,0.64923996,1.380261,2.2309484,False,0.0,6.2669907
7_1_0,MWG,dynamic,1.0,4.28719,3.8927798,4.62293,-0.33574998,0.110089995,0.35334,0.07643,0.61388,0.14243999,4.076892,4.5133724,False,0.852,1.7291074
7_1_0,MWG,stoch,1.0,4.88997,4.69367,5.28549,-0.39552,0.37351,0.54401,0.102919996,0.43938,0.08118,4.184568,5.622498,True,0.97999996,1.7291074
